keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster
можно спилить дерево на своем участке,625,6,6,2,arboristik.ru;drovosek-mo.ru,0,not_planned,,,32,/spil-derevev,НЧ,коммерческий,arboristika,False
услуги дробилки древесных отходов,8,6,6,4,arboristik.ru;drovosek-mo.ru;lesovod.su;virubka-dereva.ru,3,not_planned,,,5,/izmelchenie-vetok,НЧ,коммерческий,vyvoz-musora;arboristika,True
вывоз спиленных деревьев с участка бесплатно,11,6,6,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,1,not_planned,,,5,/raschistka-uchastka-ot-porosli-i-derevev/vyvoz-derevev-i-kornej,НЧ,коммерческий,vyvoz-musora;arboristika,True
спил древесины,1133,6,6,4,arbogarden.ru;arboristik.ru;lesovod.su;spilservis.ru,0,not_planned,,,12,/price,НЧ,коммерческий,arboristika,False
снос аварийных деревьев,199,6,6,3,arboristik.ru;lesoruby.com;spilservis.ru,2,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika;demontazh-b2c,True
сколько стоит срубить дерево на участке,25,6,6,9,arbogarden.ru;arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;rusarbo.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False
очистка полей от кустарников и деревьев,13,6,6,3,arboristik.ru;lesovod.su;spilservis.ru,0,not_planned,,,18,/raschistka-uchastka-ot-derevev,НЧ,общий,arboristika,False
работы по расчистке территории удалению растительности,34,6,6,3,arborist.su;arboristik.ru;forest-service.ru,2,not_planned,,,8,/,НЧ,коммерческий,,False
сколько стоит почистить участок от деревьев и кустарников цена,8,6,6,4,arboristik.ru;drovosek-mo.ru;lesovod.su;virubka-dereva.ru,2,not_planned,,,7,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False
какое дерево считается аварийным,104,6,6,4,arbogarden.ru;arboristik.ru;lesoruby.com;rusarbo.ru,1,not_planned,,,1,/stati/kak-opredelit-avarijnoe-derevo,НЧ,общий,arboristika,False
абористика,6,6,6,2,arbogarden.ru;arboristik.ru,1,not_planned,,,1,/stati/arboristika,НЧ,общий,,False
аренда измельчитель древесины,166,6,2,3,arboristik.ru;lesovod.su;virubka-dereva.ru,1,not_planned,,,6,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False
дробление веток в щепу цена,34,6,6,4,arbogarden.ru;arboristik.ru;drovosek-mo.ru;rusarbo.ru,2,not_planned,,,8,/izmelchenie-vetok,НЧ,коммерческий,,False
разбор деревянного дома и вывоз мусора цена,6,6,6,3,arboristik.ru;demonti.ru;snos24.ru,0,not_planned,,,19,/demontazh-doma-iz-brusa,НЧ,коммерческий,vyvoz-musora;arboristika,True
кто отвечает за спил деревьев на кладбище,14,6,4,4,arborist.su;arboristik.ru;drovosek-mo.ru;lesovod.su,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:5,38,/udalenie-derevev-na-kladbishhe,НЧ,коммерческий,arboristika,False
расценка на вырубку кустарника,37,6,6,7,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,1,not_planned,,,8,/tsenyi,НЧ,коммерческий,arboristika,False
убрать деревья на участке цена,9,6,6,8,arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,3,/udalenie-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False
санитарная обрезка деревьев когда проводится,9,6,6,2,arborist.su;arboristik.ru,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:39,27,/sanitarnaya-obrezka-derevev-kustarnikov,НЧ,коммерческий,arboristika,False
как убрать деревья с участка под строительство,6,6,6,2,arbogarden.ru;arboristik.ru,0,not_planned,,,22,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,информационный,arboristika,False
расчистка участков от деревьев и кустарников,517,6,6,5,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su,0,not_planned,,,12,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,общий,arboristika,False
корчевание пней вручную,37,6,6,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:10,4,/udalenie-pnej,НЧ,коммерческий,arboristika,False
удаление пней на участке,64,6,6,3,arboristik.ru;drovosek-mo.ru;lesoruby.com,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:10,19,/udalenie-pnej,НЧ,коммерческий,,False
сколько стоит снос деревянного дома с вывозом цена,7,6,4,3,arboristik.ru;demontazhmsk.ru;snos24.ru,0,not_planned,,,11,/,НЧ,коммерческий,vyvoz-musora;arboristika;demontazh-b2c,True
снос дома стоимость,637,6,6,4,arboristik.ru;demontazhmsk.ru;snos24.ru;snosim.com,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:14,16,/price,НЧ,коммерческий,demontazh-b2c,False
что такое валка деревьев,23,6,6,5,arbogarden.ru;arboristik.ru;drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,3,/advice/vyrubka/valka-derevev-v-gorodskikh-usloviyakh,НЧ,информационный,arboristika,False
спил деревьев реклама,50,6,3,4,arboristik.ru;lesoruby.com;lesovod.su;spilservis.ru,0,not_planned,,,16,/price,НЧ,коммерческий,arboristika,False
спилить дерево во дворе частного дома,20,6,6,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,0,not_planned,,,13,/tsenyi,НЧ,коммерческий,arboristika,False
услуги по вырубке деревьев,99,6,6,8,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,4,not_planned,,,4,/price,НЧ,коммерческий,arboristika,False
убрать дерево с участка цена,15,6,6,7,arbogarden.ru;arborist.su;arboristik.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False
сколько стоит спилить деревья,2707,6,6,8,arbogarden.ru;arboristik.ru;demonti.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False
спил аварийных деревьев цена,13,6,6,10,arbogarden.ru;arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,3,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:42,3,/tsenyi,НЧ,коммерческий,arboristika,False
что такое корчевание,15,6,6,2,arborist.su;arboristik.ru,0,not_planned,,,25,/korchevanie-pney,НЧ,коммерческий,arboristika,False
удаление пней пнедробилкой,10,6,6,5,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,5,/services/udalenie-pney/droblenie-pney,НЧ,коммерческий,,False
разбор и перевозка деревянного дома цена,6,6,6,3,arboristik.ru;demonti.ru;snos24.ru,0,not_planned,,,11,/razobrat-dom,НЧ,коммерческий,arboristika,False
снести дом цена с вывозом подмосковье,6,6,6,3,arboristik.ru;demonti.ru;snos24.ru,0,not_planned,,,17,/,НЧ,коммерческий+локальный,vyvoz-musora,False
обрезка деревьев на высоте,639,6,6,2,arboristik.ru;spilservis.ru,1,not_planned,,,4,/services/obrezka-dereviev/obrezka-vysokih-derevev,НЧ,коммерческий,arboristika,False
нужен ли порубочный билет на кронирование деревьев,7,6,6,4,arbogarden.ru;arborist.su;lesoruby.com;virubka-dereva.ru,1,not_planned,,,8,/articles/zakon-o-samovolnom-kronirovanie-derevev-28-10-2016,НЧ,общий,arboristika,False
спил деревьев московская область,161,6,6,5,arborist.su;drovosek-mo.ru;lesovod.su;treeworkers.ru;virubka-dereva.ru,2,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:5,6,/,НЧ,коммерческий+локальный,arboristika,False
как закрыть порубочный билет в москве,8,6,6,2,arborist.su;virubka-dereva.ru,1,not_planned,,,4,/upload/iblock/450/vubwb3dvd5b3i15p8j72sowu6p8y0lja.pdf,НЧ,информационный,,False
выдача разрешения на вырубку деревьев,114,6,6,2,arborist.su;virubka-dereva.ru,0,not_planned,,,32,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,общий,arboristika,False
стоимость обрезки плодовых деревьев,30,6,6,4,arborist.su;drovosek-mo.ru;lesovod.su;rusarbo.ru,0,not_planned,,,15,/uslugi-sadovnika/obrezka-yablon-i-plodovykh-derevev,НЧ,коммерческий,arboristika,False
очистка участка от деревьев и кустарников,167,6,6,3,drovosek-mo.ru;forest-service.ru;lesoruby.com,1,not_planned,,,7,/,НЧ,общий,arboristika,False
распил дров бензопилой цена за куб,8,6,6,2,drovosek-mo.ru;spilservis.ru,1,not_planned,,,5,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
спил деревьев в орле цены,7,6,6,3,arbogarden.ru;drovosek-mo.ru;spilservis.ru,0,not_planned,,,13,/price,НЧ,коммерческий,arboristika,False
спил дерева видео,136,6,6,3,arbogarden.ru;lesoruby.com;lesovod.su,0,not_planned,,,23,/services/spil-derevev,НЧ,коммерческий,arboristika,False
короед сосновый,358,6,1,2,arbogarden.ru;virubka-dereva.ru,1,not_planned,,,1,/stati/borba-s-koroedom,НЧ,общий,,False
корчевка деревьев это,19,6,6,2,rusarbo.ru;virubka-dereva.ru,2,not_planned,,,1,/advice/vyrubka/korchevanie-derevev-i-pney,НЧ,коммерческий,arboristika,False
кронирование деревьев что это значит,6,6,6,3,arbogarden.ru;lesoruby.com;virubka-dereva.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:18,19,/services/obrezka-derevev/kronirovanie-derevyev,НЧ,общий,arboristika,False
спилить дерево правильно,893,6,2,3,arbogarden.ru;lesoruby.com;virubka-dereva.ru,0,not_planned,,,16,/stati/valka-derevev-benzopiloj,НЧ,коммерческий,arboristika,False
снос пристройки к жилому дому,22,6,6,2,demontazhmsk.ru;demonti.ru,0,not_planned,,,30,/demontazh-pristrojki,НЧ,коммерческий,demontazh-b2c,False
сколько стоит демонтаж кирпичной кладки,24,6,5,2,demontazhmsk.ru;demonti.ru,0,not_planned,,,16,/services/demontazh-kirpichnyh-sten,НЧ,коммерческий,demontazh-b2c,False
демонтаж деревянного дома цена за 1м2,6,6,4,2,demontazhmsk.ru;demonti.ru,0,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:9,17,/services/demontazh-derevyannogo-doma,НЧ,коммерческий,arboristika;demontazh-b2c,True
демонтаж бетонного основания цена за м2,6,6,6,2,demontazhmsk.ru;demonti.ru,0,not_planned,,,18,/services/demontazh-betonnogo-osnovanija,НЧ,коммерческий,demontazh-b2c,False
сколько стоит снести старый дом и вывезти,76,6,2,4,demontazhmsk.ru;demonti.ru;snos24.ru;snosim.com,0,not_planned,,,15,/razobrat-dom,НЧ,коммерческий,,False
сколько стоит снести и вывезти старый дом,76,6,3,2,demontazhmsk.ru;demonti.ru,0,not_planned,,,13,/razobrat-dom,НЧ,коммерческий,,False
покраска металлоконструкций прайс лист,43,6,2,2,formula-v.ru;promalper.ru,0,not_planned,,,32,/uslugi/pokraska-metallokonstruktsij,НЧ,коммерческий,,False
покраска фасада цена за м2 московская область,7,6,6,2,formula-v.ru;promalper.ru,1,not_planned,,,7,/pokraska-fasada.html,НЧ,коммерческий+локальный,,False
промышленная мойка окон,384,6,6,2,formula-v.ru;promalper.ru,1,not_planned,,,3,/mojka-okon.html,НЧ,общий,,False
оказание услуг по очистке снега с крыш,45,6,6,2,formula-v.ru;promalper.ru,0,not_planned,,,12,/uslugi/kliningovye-raboty/ochistka-krysh,НЧ,общий,uborka-snega,False
как правильно валить дерево в нужном направлении,97,6,6,2,arbogarden.ru;lesoruby.com,0,not_planned,,,13,/stati/valka-derevev-benzopiloj,НЧ,информационный,arboristika,False
куда обращаться по поводу спила аварийных деревьев,13,6,6,2,arbogarden.ru;lesoruby.com,0,not_planned,,,18,/stati/avarijnye-derevya-kuda-obrashhatsya,НЧ,коммерческий,arboristika,False
лесоруб ру,123,6,6,2,drovosek-mo.ru;lesoruby.com,1,not_planned,,,5,/,НЧ,общий,,False
как правильно пилить бензопилой дерево чтоб упало,42,6,2,2,arbogarden.ru;lesoruby.com,1,not_planned,,,9,/stati/valka-derevev-benzopiloj,НЧ,информационный,arboristika,False
как рубить дерево,3753,6,5,2,arbogarden.ru;lesoruby.com,0,not_planned,,,19,/stati/valka-derevev-benzopiloj,НЧ,информационный,arboristika,False
как правильно завалить дерево в нужном направлении,19,6,6,2,arbogarden.ru;lesoruby.com,0,not_planned,,,14,/stati/valka-derevev-benzopiloj,НЧ,информационный,arboristika,False
дендрологическая экспертиза упавшего дерева цена,8,6,6,2,arbogarden.ru;drovosek-mo.ru,0,not_planned,,,18,/uslugi/dendrologicheskaya-ehkspertiza,НЧ,коммерческий,arboristika,False
сколько стоит делянка леса,85,6,6,2,arbogarden.ru;drovosek-mo.ru,0,not_planned,,,23,/price,НЧ,коммерческий,,False
курсы арбористики,29,6,6,3,arbogarden.ru;rusarbo.ru;treeworkers.ru,0,not_planned,,,12,/obuchenie-i-sertifikatsiya-po-programme-european-tree-worker,НЧ,общий,arboristika,False
вывоз коммунальных отходов,1834,6,6,2,gsvm.ru;mmusor.ru,1,not_planned,,,7,/service,НЧ,коммерческий,vyvoz-musora,False
вывозить мусор,35799,6,5,2,gsvm.ru;mmusor.ru,1,not_planned,,,3,/service,НЧ,коммерческий,vyvoz-musora,False
контейнер для мусора заказать домодедово,16,6,4,2,gsvm.ru;mmusor.ru,0,not_planned,,,11,/geo/vyvoz-musora-v-domodedovo,НЧ,коммерческий+локальный,vyvoz-musora,False
подать заявку на вывоз мусора экопарк,13,6,2,2,gsvm.ru;mmusor.ru,0,not_planned,,,33,/,НЧ,коммерческий,vyvoz-musora,False
вывоз мусора расценка,869,6,5,2,gsvm.ru;mmusor.ru,0,not_planned,,,15,/service,НЧ,коммерческий,vyvoz-musora,False
вывоз мусора контейнер 27 м3 цена,20,6,2,2,gsvm.ru;mmusor.ru,1,not_planned,,,9,/service,НЧ,коммерческий,vyvoz-musora,False
организация по уборке мусора,255,6,6,2,gsvm.ru;mmusor.ru,0,not_planned,,,13,/,НЧ,коммерческий,vyvoz-musora,False
бункер для вывоза мусора 8 м3,48,6,6,2,gsvm.ru;mmusor.ru,0,not_planned,,,33,/vyvoz-musora-kontejner-8-m3,НЧ,коммерческий,vyvoz-musora,False
вывоз мусора новая москва,99,6,6,2,gsvm.ru;mmusor.ru,0,not_planned,,,32,/,НЧ,коммерческий+локальный,vyvoz-musora,False
контейнеровоз для мусора,75,6,6,2,gsvm.ru;mmusor.ru,0,not_planned,,,12,/,НЧ,общий,vyvoz-musora,False
компания вывоза мусора,5301,6,6,2,gsvm.ru;mmusor.ru,1,not_planned,,,7,/,НЧ,коммерческий,vyvoz-musora,False
услуги по вывозу строительного мусора,193,6,2,2,gsvm.ru;mmusor.ru,0,not_planned,,,14,/,НЧ,коммерческий,vyvoz-musora,False
разборка железобетонных конструкций,379,6,6,2,demonti.ru;snosim.com,0,not_planned,,,15,/services/razborka-zhelezobetonnykh-konstruktsiy,НЧ,общий,demontazh-b2c,False
цена за демонтаж,10727,6,6,2,demonti.ru;snosim.com,0,not_planned,,,12,/price,НЧ,коммерческий,demontazh-b2c,False
демонтаж ангара из металлоконструкций цена,22,6,6,2,demonti.ru;snosim.com,0,not_planned,,,30,/demontazh-angarov,НЧ,коммерческий,demontazh-b2c,False
демонтаж старого фундамента,77,6,6,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,14,/uslugi/demontazh-fundamenta,НЧ,общий,demontazh-b2c,False
разбор здания на стройматериалы,13,6,6,2,demonti.ru;snosim.com,1,not_planned,,,10,/razobrat-dom,НЧ,общий,,False
снести дом цена с вывозом,26,6,6,2,demonti.ru;snos24.ru,0,not_planned,,,13,/,НЧ,коммерческий,vyvoz-musora,False
ликвидация ветхого дома,25,6,6,2,demonti.ru;snos24.ru,0,not_planned,,,21,/,НЧ,общий,,False
баня на вывоз,58,6,6,2,demonti.ru;snos24.ru,0,not_planned,,,18,/uslugi/demontazh-bani,НЧ,коммерческий,vyvoz-musora,False
разборка здания,3934,6,6,2,demonti.ru;snos24.ru,0,not_planned,,,29,/demontazh-zdanij,НЧ,общий,demontazh-b2c,False
снос деревянного дома и вывоз мусора в подмосковье цена,6,6,6,2,demonti.ru;snos24.ru,0,not_planned,,,11,/,НЧ,коммерческий+локальный,vyvoz-musora;arboristika;demontazh-b2c,True
сколько стоит разобрать дом из бруса,35,6,6,2,demonti.ru;snos24.ru,0,not_planned,,,11,/demontazh-doma-iz-brusa,НЧ,коммерческий,,False
зарплата альпиниста в москве,69,5,5,2,promalper.ru;promtehalp.ru,0,not_planned,,,30,/page/price,НЧ,локальный,,False
уборка аварийных деревьев,134,5,5,4,arboristik.ru;drovosek-mo.ru;lesoruby.com;lesovod.su,0,not_planned,,,17,/uborka-dachnyh-uchastkov,НЧ,общий,arboristika,False
валка деревьев мягких пород с корня диаметр стволов до 16 см,29,5,5,5,arborist.su;arboristik.ru;drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:29,14,/services/udalenie-derevev/valka-derevev,НЧ,общий,arboristika,False
спил и обрезка деревьев,116,5,3,7,arborist.su;arboristik.ru;forest-service.ru;lesoruby.com;rusarbo.ru;spilservis.ru;virubka-dereva.ru,5,not_planned,,,2,/,НЧ,коммерческий,arboristika,False
расчистить участок от деревьев и кустарников цена за сотку,11,5,5,3,arboristik.ru;lesovod.su;spilservis.ru,1,not_planned,,,10,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False
удаление корней деревьев,219,5,5,2,arboristik.ru;drovosek-mo.ru,0,not_planned,,,22,/udalenie-pnej,НЧ,коммерческий,arboristika,False
фрезерование пней,98,5,5,4,arboristik.ru;drovosek-mo.ru;lesovod.su;virubka-dereva.ru,2,not_planned,,,6,/udalenie-pnej/droblenie-izmelchenie-pnej,НЧ,общий,,False
дробление пней методом фрезерования,14,5,5,4,arborist.su;arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,1,not_planned,,,9,/droblenie-pnej,НЧ,общий,,False
расценка корчевка пней,290,5,1,4,arboristik.ru;lesoruby.com;promalper.ru;spilservis.ru,1,not_planned,,,9,/korchevanie-pney,НЧ,коммерческий,arboristika,False
спилено,53102,5,5,2,arboristik.ru;spilservis.ru,0,not_planned,,,22,/tsenyi,НЧ,коммерческий,arboristika,False
спилить дерево в москве,62,5,5,7,arbogarden.ru;arboristik.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,6,/,НЧ,коммерческий+локальный,arboristika,False
спил деревьев стоимость,211,5,5,7,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,7,/price,НЧ,коммерческий,arboristika,False
удаление дерева,4943,5,5,7,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;rusarbo.ru;spilservis.ru;virubka-dereva.ru,3,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:20,5,/price,НЧ,коммерческий,arboristika,False
обрезка деревьев с вертолета,5,5,5,3,arbogarden.ru;arboristik.ru;virubka-dereva.ru,0,not_planned,,,15,/price,НЧ,коммерческий,arboristika,False
санитарная обрезка деревьев нормы и правила в москве,5,5,5,2,arborist.su;arboristik.ru,0,not_planned,,,12,/upload/iblock/829/k8stjfbq4iqvfjvn82rehwlc3u110gb9.pdf,НЧ,коммерческий+локальный,arboristika,False
вырубка поросли деревьев и кустарников расценка,5,5,5,6,arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;rusarbo.ru;virubka-dereva.ru,2,not_planned,,,5,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False
снос дачных домов,261,5,5,3,arboristik.ru;demonti.ru;snos24.ru,1,not_planned,,,9,/,НЧ,коммерческий,demontazh-b2c,False
сколько стоит разобрать дом из бревна старый цены,12,5,5,2,arboristik.ru;snos24.ru,0,not_planned,,,24,/uslugi/demontazh-derevyannogo-doma,НЧ,коммерческий,,False
слом дома и вывоз мусора,29,5,5,4,arboristik.ru;demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,14,/,НЧ,коммерческий,vyvoz-musora,False
дендрологическая экспертиза дерева,74,5,5,2,arbogarden.ru;arboristik.ru,0,not_planned,,,26,/uslugi/dendrologicheskaya-ehkspertiza,НЧ,общий,arboristika,False
вывоз срубленных деревьев 8 букв,9,5,5,2,arboristik.ru;drovosek-mo.ru,0,not_planned,,,15,/vyivoz-porubochnyih-ostatkov,НЧ,коммерческий,vyvoz-musora;arboristika,True
расчистка садового участка,119,5,3,5,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru,1,not_planned,,,10,/uborka-dachnyh-uchastkov,НЧ,общий,,False
добрый дровосек спил деревьев,10,5,5,5,arboristik.ru;drovosek-mo.ru;lesoruby.com;lesovod.su;virubka-dereva.ru,1,not_planned,,,3,/,НЧ,коммерческий,arboristika,False
очистить участок от деревьев и кустарников цена московская область,5,5,5,4,arboristik.ru;drovosek-mo.ru;lesoruby.com;spilservis.ru,2,not_planned,,,6,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий+локальный,arboristika,False
спилить дерево цена московская область,47,5,5,7,arboristik.ru;drovosek-mo.ru;lesovod.su;rusarbo.ru;spilservis.ru;treeworkers.ru;virubka-dereva.ru,3,not_planned,,,6,/tsenyi,НЧ,коммерческий+локальный,arboristika,False
сколько стоит спилить большое дерево на участке в подмосковье,6,5,5,4,arboristik.ru;drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,2,/tsenyi,НЧ,коммерческий+локальный,arboristika,False
сколько стоит удалить дерево,87,5,5,8,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru;treeworkers.ru;virubka-dereva.ru,4,not_planned,,,2,/tsenyi,НЧ,коммерческий,arboristika,False
спилить дерево цена московская область на своем участке сколько стоит,5,5,5,7,arbogarden.ru;arboristik.ru;demonti.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,2,/tsenyi,НЧ,коммерческий+локальный,arboristika,False
сколько стоит завалить дерево на участке цена,10,5,5,7,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru,2,not_planned,,,1,/tsenyi,НЧ,коммерческий,arboristika,False
сколько стоит спилить большое дерево на участке,16,5,5,8,arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,4,not_planned,,,1,/tsenyi,НЧ,коммерческий,arboristika,False
амела фото,86,5,3,2,arborist.su;arboristik.ru,0,not_planned,,,34,/articles/nashi-stati/omela-na-derevyakh-chto-eto-takoe-i-kak-s-ney-borotsya,НЧ,общий,,False
выкорчевывание пней на участке цена,15,5,5,6,arboristik.ru;drovosek-mo.ru;lesoruby.com;lesovod.su;promalper.ru;spilservis.ru,3,not_planned,,,7,/korchevanie-pney,НЧ,коммерческий,arboristika,False
снести сарай на участке и вывезти цена,8,5,5,2,arboristik.ru;snos24.ru,0,not_planned,,,25,/demontazh-derevyannyh-postroek,НЧ,коммерческий,,False
расчистка участка от деревьев цена за сотку,126,5,5,4,arboristik.ru;lesoruby.com;lesovod.su;spilservis.ru,0,not_planned,,,14,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False
распиловка круглого леса цена за куб,10,5,5,2,arboristik.ru;drovosek-mo.ru,0,not_planned,,,15,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
сколько стоит срезать дерево на участке,5,5,5,6,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,4,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False
сколько стоит спилить березу на участке,36,5,5,7,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;rusarbo.ru;spilservis.ru;virubka-dereva.ru,4,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False
расчистка участка фото,42,5,1,2,arboristik.ru;drovosek-mo.ru,1,not_planned,,,7,/photo,НЧ,общий,,False
очистка участков от деревьев и кустарников цена,110,5,5,4,arboristik.ru;lesovod.su;promalper.ru;spilservis.ru,1,not_planned,,,9,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False
корчеватель пней аренда,23,5,4,6,arborist.su;arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,3,/services/udalenie-pney,НЧ,коммерческий,arboristika,False
вырубке,142370,5,5,2,arborist.su;lesoruby.com,0,not_planned,,,27,/services/vyrubka-derevev/vyrubka-derevev,НЧ,общий,arboristika,False
профессиональная обрезка деревьев,396,5,4,5,arborist.su;drovosek-mo.ru;rusarbo.ru;spilservis.ru;treeworkers.ru,1,not_planned,,,10,/,НЧ,коммерческий,arboristika,False
как оформить порубочный билет в москве для юридических лиц,5,5,5,3,arborist.su;lesoruby.com;virubka-dereva.ru,0,not_planned,,,11,/advice/zakony/oformlenie-porubochnogo-bileta,НЧ,коммерческий+локальный,,False
срезанное дерево,3207,5,5,4,arborist.su;drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,0,not_planned,,,35,/price,НЧ,общий,arboristika,False
получение разрешения на вырубку деревьев,76,5,5,2,arborist.su;virubka-dereva.ru,0,not_planned,,,22,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,общий,arboristika,False
спил деревьев на кладбище,109,5,5,7,arborist.su;drovosek-mo.ru;lesoruby.com;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,3,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:5,4,/spil-derevev/spil-derevev-na-kladbishhe,НЧ,коммерческий,arboristika,False
препараты для борьбы с короедом,22,5,5,2,arbogarden.ru;arborist.su,1,not_planned,,,6,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
порубочный билет москва как получить,25,5,5,2,arborist.su;virubka-dereva.ru,0,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:7,11,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta,НЧ,информационный,,False
кто выдает порубочный билет в москве,10,5,5,3,arborist.su;lesoruby.com;virubka-dereva.ru,1,not_planned,,,6,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta,НЧ,локальный,,False
обследование деревьев,955,5,5,2,arborist.su;drovosek-mo.ru,2,not_planned,,,5,/services/diagnostika-i-obsledovanie-derevev/lesopatologicheskoe-obsledovanie-uchastkov,НЧ,общий,arboristika,False
специалист по деревьям как называется профессия,11,5,5,3,arborist.su;rusarbo.ru;treeworkers.ru,1,not_planned,,,8,/blog/arborist,НЧ,информационный,arboristika,False
