keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster,priority
фрезеровка пней цены,4,4,4,4,drovosek-mo.ru;lesoruby.com;lesovod.su;spilservis.ru,1,not_planned,,,10,/udalenie-pnej/droblenie-izmelchenie-pnej,НЧ,коммерческий,,False,B
как утилизировать пни,13,4,4,4,drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,0,not_planned,,,20,/raschistka-uchastka-ot-porosli-i-derevev/vyvoz-derevev-i-kornej,НЧ,информационный,arboristika,False,B
корчевание пней цена,112,4,4,6,drovosek-mo.ru;lesoruby.com;lesovod.su;promalper.ru;rusarbo.ru;snos24.ru,1,not_planned,,,8,/udalenie-pnej,НЧ,коммерческий,arboristika,False,B
сколько стоит разобрать дом из бревна старый,23,4,4,3,demontazhmsk.ru;demonti.ru;snos24.ru,1,not_planned,,,9,/razobrat-dom,НЧ,коммерческий,,False,B
демонтаж частного дома стоимость,57,4,4,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,14,/,НЧ,коммерческий,demontazh-b2c,False,B
демонтаж железобетонных конструкций цена за куб,5,4,4,3,demontazhmsk.ru;demonti.ru;snosim.com,1,not_planned,,,5,/price,НЧ,коммерческий,demontazh-b2c,False,B
разборка старого дома цена,54,4,4,3,demontazhmsk.ru;demonti.ru;snos24.ru,1,not_planned,,,8,/razobrat-dom,НЧ,коммерческий,demontazh-b2c,False,B
демонтаж старого деревянного дома цена,8,4,4,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,12,/snos-derevyannogo-doma,НЧ,коммерческий,arboristika;demontazh-b2c,True,B
сколько стоит сломать старый дом и вывезти в подмосковье,4,4,4,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,18,/,НЧ,коммерческий+локальный,,False,B
разобрать сарай и вывезти мусор цена,4,4,4,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,14,/demontazh-saraya-1,НЧ,коммерческий,vyvoz-musora,False,B
сколько стоит разобрать дом из кирпича,29,4,4,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,13,/demontazh-kirpichnogo-doma,НЧ,коммерческий,,False,B
снос дома и вывоз,324,4,3,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,15,/,НЧ,коммерческий,vyvoz-musora;demontazh-b2c,True,B
демонтаж ленточного фундамента,95,4,4,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,11,/demontazh-fundamenta,НЧ,общий,demontazh-b2c,False,B
утилизация деревьев после вырубки,20,3,3,4,arboristik.ru;drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,7,/services/utilizatsiya-dereviev/utilizaciya-porubochnyh-ostatkov,НЧ,общий,arboristika,False,B
очистка участка от поросли,137,3,3,5,arboristik.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru,1,not_planned,,,1,/,НЧ,общий,,False,B
что такое опиловка деревьев,38,3,3,3,arboristik.ru;spilservis.ru;virubka-dereva.ru,2,not_planned,,,5,/advice/vyrubka/opilovka-derevev,НЧ,информационный,arboristika,False,B
сколько стоит вывезти ветки с участка,3,3,3,4,arboristik.ru;lesovod.su;rusarbo.ru;spilservis.ru,0,not_planned,,,19,/services/udalenie-dereviev/snos-derevev,НЧ,коммерческий,,False,B
дерево спил,54130,3,3,6,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,1,not_planned,,,10,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилить аварийное дерево,302,3,3,5,arboristik.ru;drovosek-mo.ru;lesovod.su;rusarbo.ru;spilservis.ru,2,not_planned,,,8,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилить дерево на даче к кому обратиться,5,3,3,5,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False,B
санитарная обрезка деревьев и кустарников,49,3,3,4,arboristik.ru;rusarbo.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,8,/services/obrezka-dereviev/sanitarnaya-obrezka-derevev,НЧ,коммерческий,arboristika,False,B
сколько стоит расчистить участок от кустарников деревьев цены,7,3,3,3,arboristik.ru;lesoruby.com;spilservis.ru,0,not_planned,,,12,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False,B
очистка участка от деревьев и кустарников цена московская область,11,3,3,5,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru,1,not_planned,,,10,/raschistka-uchastka-ot-derevev,НЧ,коммерческий+локальный,arboristika,False,B
стоимость очистки участка от деревьев 10 соток,3,3,3,4,arboristik.ru;drovosek-mo.ru;lesoruby.com;lesovod.su,2,not_planned,,,8,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий,arboristika,False,B
аварийность деревьев,249,3,3,3,arboristik.ru;lesoruby.com;rusarbo.ru,0,not_planned,,,20,/kak-opredelit-avarijnoe-derevo,НЧ,общий,arboristika,False,B
техника для выкорчевывания пней,8,3,3,3,arboristik.ru;drovosek-mo.ru;lesovod.su,0,not_planned,,,24,/udalenie-pnej,НЧ,общий,arboristika,False,B
измельчитель пней в аренду в москве,3,3,3,4,arboristik.ru;drovosek-mo.ru;lesovod.su;virubka-dereva.ru,1,not_planned,,,5,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,локальный,,False,B
дробление щепы,369,3,3,4,arboristik.ru;drovosek-mo.ru;lesovod.su;virubka-dereva.ru,2,not_planned,,,3,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False,B
удаление деревьев истринский район,96,3,3,4,arboristik.ru;drovosek-mo.ru;lesovod.su;virubka-dereva.ru,3,not_planned,,,4,/istra,НЧ,коммерческий,arboristika,False,B
сколько стоит разобрать старый сарай,34,3,3,3,arboristik.ru;demontazhmsk.ru;demonti.ru,0,not_planned,,,16,/services/demontazh-saraev,НЧ,коммерческий,,False,B
специалисты по деревьям,1096,3,3,4,arboristik.ru;drovosek-mo.ru;forest-service.ru;treeworkers.ru,2,not_planned,,,6,/about,НЧ,общий,arboristika,False,B
обрезка деревьев сергиев посад,52,3,3,4,arboristik.ru;lesovod.su;rusarbo.ru;virubka-dereva.ru,0,not_planned,,,15,/obrezka-derevev-v-pokrovskom,НЧ,коммерческий+локальный,arboristika,False,B
корчевка пней расценка,253,3,3,6,arboristik.ru;drovosek-mo.ru;lesoruby.com;promalper.ru;snos24.ru;spilservis.ru,1,not_planned,,,9,/korchevanie-pney,НЧ,коммерческий,arboristika,False,B
сруб деревьев на участке,102,3,3,4,arboristik.ru;drovosek-mo.ru;lesovod.su;virubka-dereva.ru,2,not_planned,,,3,/tsenyi,НЧ,общий,arboristika,False,B
распиловка леса цена за куб,50,3,3,3,arboristik.ru;drovosek-mo.ru;spilservis.ru,0,not_planned,,,13,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False,B
услуги по обрезке деревьев,144,3,3,3,arboristik.ru;drovosek-mo.ru;spilservis.ru,1,not_planned,,,5,/obrezka-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False,B
авито спилы дерева,526,3,1,5,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,1,not_planned,,,9,/price,НЧ,коммерческий,arboristika,False,B
работы по спиливанию деревьев,456,3,3,6,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,6,/spil-derevev,НЧ,коммерческий,arboristika,False,B
спил аварийного дерева,689,3,3,8,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,4,not_planned,,,4,/,НЧ,коммерческий,arboristika,False,B
вырубка деревьев на участке цена за сотку,6,3,3,6,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru;virubka-dereva.ru,2,not_planned,,,6,/tsenyi,НЧ,коммерческий,arboristika,False,B
спил деревьев с вывозом,78,3,3,7,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,5,not_planned,,,4,/tsenyi,НЧ,коммерческий,vyvoz-musora;arboristika,True,B
стоимость валки дерева на участке,13,3,3,5,arborist.su;arboristik.ru;forest-service.ru;spilservis.ru;virubka-dereva.ru,4,not_planned,,,2,/tsenyi,НЧ,коммерческий,arboristika,False,B
арбористы цена за дерево в подмосковье,3,3,3,8,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;treeworkers.ru;virubka-dereva.ru,4,not_planned,,,1,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
формовочная обрезка кустарников,59,3,3,3,arborist.su;arboristik.ru;rusarbo.ru,0,not_planned,,,12,/services/obrezka-derevev/formovochnaya-obrezka-derevev,НЧ,коммерческий,arboristika,False,B
вырубка сухостоя,257,3,3,5,arboristik.ru;drovosek-mo.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,1,not_planned,,,9,/services/udalenie-derevev/vyrubka-sukhostoynykh-i-sukhikh-derevev,НЧ,общий,arboristika,False,B
стоимость корчевания деревьев,11,3,3,6,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;rusarbo.ru,0,not_planned,,,11,/korchevanie-pney,НЧ,коммерческий,arboristika,False,B
расчистка лесного участка,88,3,2,4,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru,1,not_planned,,,5,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,общий,,False,B
корчеванные пни,670,3,3,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,0,not_planned,,,21,/korchevanie-pney,НЧ,коммерческий,arboristika,False,B
выкорчевка пней трактором цена,11,3,3,4,arborist.su;arboristik.ru;drovosek-mo.ru;lesoruby.com,2,not_planned,,,5,/korchevanie-pney,НЧ,коммерческий,arboristika,False,B
сколько стоит снос старого деревянного дома,24,3,3,3,arboristik.ru;demonti.ru;snosim.com,0,not_planned,,,21,/snos-derevyannogo-doma,НЧ,коммерческий,arboristika;demontazh-b2c,True,B
спилить аварийное дерево куда обратиться,21,3,3,3,arboristik.ru;forest-service.ru;lesoruby.com,0,not_planned,,,16,/articles/kuda-obratitsya-chtoby-spilili-derevo-vo-dvore-05-08-2016,НЧ,коммерческий,arboristika,False,B
валка деревьев в городских условиях расценка в смете,28,3,3,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,0,not_planned,,,23,/tsenyi,НЧ,коммерческий,arboristika,False,B
распиловка древесины цена за куб,4,3,3,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,0,not_planned,,,13,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False,B
валка леса цена за куб в делянке,3,3,3,5,arboristik.ru;drovosek-mo.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,0,not_planned,,,15,/price,НЧ,коммерческий,,False,B
пилим лес,3366,3,3,6,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru,0,not_planned,,,14,/spil-derevev,НЧ,общий,,False,B
стоимость вырубки леса,94,3,3,5,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;virubka-dereva.ru,4,not_planned,,,3,/price,НЧ,коммерческий,arboristika,False,B
спил деревьев новосибирск стоимость,3,3,3,4,arboristik.ru;drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,0,not_planned,,,13,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилить дерево частями,962,3,3,5,arboristik.ru;demonti.ru;drovosek-mo.ru;lesoruby.com;spilservis.ru,2,not_planned,,,5,/services/udalenie-dereviev/udalenie-derevev-chastyami,НЧ,коммерческий,arboristika,False,B
спил деревьев услуги,733,3,2,5,arboristik.ru;forest-service.ru;lesovod.su;rusarbo.ru;virubka-dereva.ru,2,not_planned,,,5,/,НЧ,коммерческий,arboristika,False,B
срубка деревьев,4480,3,3,4,arboristik.ru;lesoruby.com;lesovod.su;spilservis.ru,2,not_planned,,,6,/tsenyi,НЧ,общий,arboristika,False,B
стоимость деревьев при вырубке,14,3,3,5,arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru;virubka-dereva.ru,4,not_planned,,,1,/price,НЧ,коммерческий,arboristika,False,B
спилить березу,1274,3,2,6,arboristik.ru;demonti.ru;drovosek-mo.ru;lesoruby.com;lesovod.su;spilservis.ru,3,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилить дерево и вывезти,159,3,2,4,arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru,3,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False,B
свалить дерево цена,66,3,3,4,arboristik.ru;demonti.ru;drovosek-mo.ru;rusarbo.ru,2,not_planned,,,2,/tsenyi,НЧ,коммерческий,arboristika,False,B
цена за спил дерева,72,3,3,7,arboristik.ru;demonti.ru;drovosek-mo.ru;lesoruby.com;lesovod.su;rusarbo.ru;virubka-dereva.ru,4,not_planned,,,2,/tsenyi,НЧ,коммерческий,arboristika,False,B
корчевка деревьев на дачном участке,4,3,3,3,arboristik.ru;forest-service.ru;virubka-dereva.ru,0,not_planned,,,14,/,НЧ,коммерческий,arboristika,False,B
почистить участок от деревьев и кустарников,23,3,3,4,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru,0,not_planned,,,16,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False,B
корчевание участка стоимость,36,3,3,4,arboristik.ru;drovosek-mo.ru;lesoruby.com;spilservis.ru,0,not_planned,,,13,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий,arboristika,False,B
щепорез аренда,59,3,3,4,arboristik.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,3,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False,B
разборка старых деревянных домов и вывоз мусора цена,4,3,3,4,arboristik.ru;demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,15,/razobrat-dom,НЧ,коммерческий,vyvoz-musora;arboristika;demontazh-b2c,True,B
сколько стоит сломать сарай,34,3,1,4,arboristik.ru;demontazhmsk.ru;demonti.ru;snos24.ru,1,not_planned,,,7,/demontazh-saraya-1,НЧ,коммерческий,,False,B
вырубка кустарника,4725,3,3,5,arboristik.ru;lesoruby.com;rusarbo.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,6,/services/udalenie-dereviev/vyrubka-kustarnikov,НЧ,общий,arboristika,False,B
расчистка дачного участка под ключ стоимость работ,4,3,3,4,arboristik.ru;drovosek-mo.ru;lesoruby.com;lesovod.su,1,not_planned,,,10,/services/raschistka-uchastka,НЧ,коммерческий,,False,B
зачистка участка,486,3,3,3,arboristik.ru;forest-service.ru;lesoruby.com,0,not_planned,,,14,/uborka-dachnyh-uchastkov,НЧ,общий,,False,B
спил деревьев в снт,72,3,3,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,0,not_planned,,,18,/udalenie-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False,B
обрезка дерева цена,2106,3,2,3,arborist.su;arboristik.ru;drovosek-mo.ru,1,not_planned,,,10,/obrezka-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False,B
спил деревьев альпинистами,32,3,3,5,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru,1,not_planned,,,10,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилка деревьев на участке цена,17,3,3,5,arborist.su;arboristik.ru;forest-service.ru;lesovod.su;virubka-dereva.ru,2,not_planned,,,6,/tsenyi,НЧ,коммерческий,arboristika,False,B
спил деревьев цены,1111,3,3,6,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;virubka-dereva.ru,2,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False,B
спил дерева по частям,164,3,3,5,arboristik.ru;drovosek-mo.ru;lesoruby.com;rusarbo.ru;spilservis.ru,3,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False,B
спил деревьев в московской,117,3,3,7,arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru;virubka-dereva.ru,2,not_planned,,,5,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
сколько стоит спилить высокое дерево,10,3,3,8,arborist.su;arboristik.ru;demonti.ru;forest-service.ru;lesoruby.com;lesovod.su;rusarbo.ru;virubka-dereva.ru,2,not_planned,,,2,/tsenyi,НЧ,коммерческий,arboristika,False,B
чистка леса от сухостоя цена,3,3,3,4,arboristik.ru;drovosek-mo.ru;forest-service.ru;virubka-dereva.ru,0,not_planned,,,16,/spil-suhih-derevev,НЧ,коммерческий,,False,B
спил деревьев наро фоминск,12,3,3,5,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru,1,not_planned,,,9,/articles/spil-derevev-v-naro-fominskom-rajone,НЧ,коммерческий,arboristika,False,B
сколько стоит раскорчевать участок 10 соток,4,3,3,4,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru,0,not_planned,,,15,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий,,False,B
очистка участка от деревьев и кустарников с выкорчевыванием,17,3,3,4,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su,1,not_planned,,,9,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,общий,arboristika,False,B
кронирование липы нормы,5,3,3,4,arborist.su;arboristik.ru;drovosek-mo.ru;lesoruby.com,1,not_planned,,,8,/obrezka-lipy-vesnoj-i-osenyu,НЧ,общий,arboristika,False,B
стрижка березы,41,3,3,3,arboristik.ru;drovosek-mo.ru;lesoruby.com,0,not_planned,,,15,/articles/kronirovanie-berez-25-10-2016,НЧ,общий,,False,B
разборка строений и вывоз мусора цена,156,3,3,3,arboristik.ru;demonti.ru;snos24.ru,0,not_planned,,,19,/razobrat-dom,НЧ,коммерческий,vyvoz-musora;demontazh-b2c,True,B
услуги арбориста,71,3,3,5,arborist.su;arboristik.ru;drovosek-mo.ru;lesovod.su;treeworkers.ru,2,not_planned,,,4,/,НЧ,коммерческий,arboristika,False,B
компании по спилу деревьев,52,3,3,6,arborist.su;arboristik.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru,2,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
захоронение порубочных остатков,20,3,3,4,arborist.su;arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,0,not_planned,,,18,/advice/vyrubka/problemy-i-perspektivy-utilizatsii-porubochnykh-ostatkov,НЧ,общий,,False,B
цена обрезки плодовых деревьев,173,3,3,3,arborist.su;drovosek-mo.ru;forest-service.ru,1,not_planned,,,10,/uslugi-sadovnika/obrezka-yablon-i-plodovykh-derevev,НЧ,коммерческий,arboristika,False,B
можно ли обрезать березу по высоте и когда обрезать верхушку,3,3,3,3,drovosek-mo.ru;lesoruby.com;spilservis.ru,1,not_planned,,,7,/blog/kak-pravilno-obrezat-berezu-i-formirovat-kronu,НЧ,коммерческий,,False,B
измельчитель стволов деревьев аренда,3,3,3,3,lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,3,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,arboristika,False,B
переработка порубочных остатков,66,3,3,3,drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,0,not_planned,,,14,/services/utilizatsiya-dereviev/utilizaciya-porubochnyh-ostatkov,НЧ,общий,,False,B
можно ли стричь липу летом,4,3,3,3,drovosek-mo.ru;lesoruby.com;spilservis.ru,1,not_planned,,,4,/blog/obrezka-vetvej-lipy-i-formirovanie-krony,НЧ,общий,,False,B
измельчитель деревьев и веток аренда,3,3,3,3,lesovod.su;spilservis.ru;virubka-dereva.ru,1,not_planned,,,4,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,arboristika,False,B
обрезка липы осенью формирование кроны,3,3,3,3,drovosek-mo.ru;lesoruby.com;spilservis.ru,2,not_planned,,,3,/blog/obrezka-vetvej-lipy-i-formirovanie-krony,НЧ,коммерческий,,False,B
веткоизмельчитель аренда,88,3,3,3,drovosek-mo.ru;lesovod.su;virubka-dereva.ru,1,not_planned,,,4,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False,B
дробление деревьев в щепу расценка в смете,5,3,3,3,drovosek-mo.ru;lesovod.su;virubka-dereva.ru,0,not_planned,,,16,/raschistka-uchastka-ot-porosli-i-derevev/izmelchenie-vetok-i-derevev,НЧ,коммерческий,arboristika,False,B
сколько стоит расчистить участок от деревьев,42,3,3,3,drovosek-mo.ru;lesoruby.com;lesovod.su,0,not_planned,,,19,/services/raschistka-uchastka,НЧ,коммерческий,arboristika,False,B
кто лечит деревья профессия,5,3,3,3,lesovod.su;rusarbo.ru;treeworkers.ru,0,not_planned,,,13,/blog/arborist,НЧ,общий,arboristika,False,B
что значит кронирование деревьев,18,3,3,3,lesovod.su;treeworkers.ru;virubka-dereva.ru,0,not_planned,,,19,/services/obrezka-derevev/kronirovanie-derevyev,НЧ,информационный,arboristika,False,B
демонтаж дома деревянного цена,134,3,1,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,17,/razobrat-dom,НЧ,коммерческий,arboristika;demontazh-b2c,True,B
сколько стоит разобрать сарай из дерева вручную цена за работу,4,3,3,3,demontazhmsk.ru;demonti.ru;snos24.ru,1,not_planned,,,5,/uslugi/demontazh-saraya,НЧ,коммерческий,arboristika,False,B
снести дом цена,288,3,3,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,18,/,НЧ,коммерческий,,False,B
стоимость демонтажа здания за куб,5,3,3,3,demontazhmsk.ru;demonti.ru;snosim.com,1,not_planned,,,1,/price,НЧ,коммерческий,demontazh-b2c,False,B
сколько стоит снести дом и вывезти,318,3,1,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,19,/razobrat-dom,НЧ,коммерческий,,False,B
демонтаж монолитных конструкций цена за м3,3,3,3,3,demontazhmsk.ru;demonti.ru;snosim.com,1,not_planned,,,4,/services/demontazh-monolitnykh-konstruktsiy,НЧ,коммерческий,demontazh-b2c,False,B
сносу,322428,3,3,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,27,/,НЧ,коммерческий,demontazh-b2c,False,B
промышленный альпинизм цены на услуги,12,2,2,3,formula-v.ru;promalper.ru;promtehalp.ru,0,not_planned,,,17,/,НЧ,коммерческий,,False,B
почистить водостоки на крыше частного дома цена,2,2,2,3,alpme.ru;formula-v.ru;promalper.ru,1,not_planned,,,10,/ochistka-vodostokov-i-zhelobov.html,НЧ,коммерческий,,False,B
порубочных,11197,2,2,3,arboristik.ru;spilservis.ru;virubka-dereva.ru,0,not_planned,,,11,/advice/zakony/oformlenie-porubochnogo-bileta,НЧ,общий,,False,B
уборка деревьев с участка,66,2,2,3,arboristik.ru;forest-service.ru;spilservis.ru,1,not_planned,,,9,/tsenyi,НЧ,общий,arboristika,False,B
цена на спил деревьев,206,2,2,4,arboristik.ru;forest-service.ru;lesovod.su;virubka-dereva.ru,3,not_planned,,,4,/price,НЧ,коммерческий,arboristika,False,B
арборист услуги,116,2,2,4,arboristik.ru;forest-service.ru;spilservis.ru;treeworkers.ru,1,not_planned,,,6,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилить дерево цена московская область на своем участке,3,2,2,5,arboristik.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,4,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
услуги спила деревьев,266,2,2,5,arboristik.ru;forest-service.ru;rusarbo.ru;spilservis.ru;virubka-dereva.ru,2,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False,B
сколько стоит спилить дерево на даче цена,22,2,2,4,arboristik.ru;demonti.ru;forest-service.ru;spilservis.ru,2,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
стоимость валки деревьев,73,2,2,5,arboristik.ru;forest-service.ru;spilservis.ru;treeworkers.ru;virubka-dereva.ru,3,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилить ель на дачном участке цена,2,2,2,6,arboristik.ru;demonti.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
стоимость спила одного дерева,3,2,2,6,arboristik.ru;demonti.ru;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,2,/tsenyi,НЧ,коммерческий,arboristika,False,B
сколько стоит срубить дерево на участке подмосковье,4,2,2,6,arboristik.ru;demonti.ru;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,2,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
спил деревьев сергиев посад цена,2,2,2,3,arboristik.ru;rusarbo.ru;virubka-dereva.ru,1,not_planned,,,8,/spil-derevev-v-sergievom-posade,НЧ,коммерческий+локальный,arboristika,False,B
шредер для веток в аренду,6,2,2,3,arboristik.ru;lesovod.su;spilservis.ru,1,not_planned,,,5,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False,B
дробление пней подмосковье цена,2,2,2,5,arboristik.ru;lesovod.su;promalper.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,7,/droblenie-pnej,НЧ,коммерческий+локальный,,False,B
спил деревьев любой сложности,24,2,2,6,arboristik.ru;lesovod.su;promalper.ru;rusarbo.ru;spilservis.ru;virubka-dereva.ru,2,not_planned,,,9,/services/udalenie-dereviev/snos-derevev,НЧ,коммерческий,arboristika,False,B
опилка деревьев цена московская область,2,2,2,6,arboristik.ru;demonti.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,3,/price,НЧ,коммерческий+локальный,arboristika,False,B
услуги спилить дерево,212,2,2,4,arboristik.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,6,/tsenyi,НЧ,коммерческий,arboristika,False,B
спиленная сосна,834,2,2,4,arboristik.ru;forest-service.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,2,/our-works,НЧ,коммерческий,arboristika,False,B
сколько стоит выкорчевать дерево на дачном участке в московской области,2,2,2,4,arboristik.ru;forest-service.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,10,/price,НЧ,коммерческий+локальный,arboristika,False,B
чистка участка от деревьев,64,2,2,4,arboristik.ru;forest-service.ru;lesovod.su;spilservis.ru,1,not_planned,,,8,/raschistka-uchastka-ot-derevev,НЧ,общий,arboristika,False,B
как убрать дерево на кладбище по закону,2,2,2,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,0,not_planned,,,23,/services/udalenie-derevev/vyrubka-derevev-na-kladbishche,НЧ,информационный,arboristika,False,B
срубить дерево на участке,1137,2,1,5,drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,1,not_planned,,,5,/udalenie-derevev-v-moskovskoi-oblasti,НЧ,общий,arboristika,False,B
сколько стоит выкорчевать дерево на дачном участке,6,2,2,5,drovosek-mo.ru;forest-service.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,1,not_planned,,,7,/price,НЧ,коммерческий,arboristika,False,B
