keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster
как определить сколько лет дереву по кольцам,36,10,9,1,arbogarden.ru,1,not_planned,,,7,/stati/kak-opredelit-vozrast-dereva,НЧ,информационный,arboristika,False
морщинистый заболонник,26,10,6,1,arbogarden.ru,0,not_planned,,,29,/stati/kak-izbavitsya-ot-koroeda,НЧ,общий,,False
обучение на арбориста,18,10,10,3,arbogarden.ru;rusarbo.ru;treeworkers.ru,0,not_planned,,,13,/obuchenie-i-sertifikatsiya-po-programme-european-tree-worker,НЧ,общий,arboristika,False
обработка от короеда в доме,50,10,10,1,arbogarden.ru,0,not_planned,,,13,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
поваленные деревья как,1525,10,10,1,arbogarden.ru,0,not_planned,,,36,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,информационный,arboristika,False
что такое годичные кольца и как они образуются,69,10,10,1,arbogarden.ru,0,not_planned,,,37,/stati/kak-opredelit-vozrast-dereva,НЧ,информационный,,False
дерево кольцо,14169,10,2,1,arbogarden.ru,0,not_planned,,,23,/stati/kak-opredelit-vozrast-dereva,НЧ,общий,arboristika,False
ветровал и бурелом,113,10,10,1,arbogarden.ru,0,not_planned,,,41,/stati/kak-opredelit-avarijnoe-derevo,НЧ,общий,,False
дендрологическая экспертиза упавшего дерева,30,10,10,1,arbogarden.ru,0,not_planned,,,16,/uslugi/dendrologicheskaya-ehkspertiza,НЧ,общий,arboristika,False
как правильно пилить бензопилой бревна,49,10,6,1,arbogarden.ru,0,not_planned,,,20,/stati/valka-derevev-benzopiloj,НЧ,информационный,,False
вредители древесины,844,10,10,1,arbogarden.ru,0,not_planned,,,40,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
жучки которые едят дерево,116,10,10,1,arbogarden.ru,0,not_planned,,,27,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,arboristika,False
короед на доме,1359,10,10,1,arbogarden.ru,0,not_planned,,,23,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
средства от короеда,525,10,10,1,arbogarden.ru,0,not_planned,,,21,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
препараты от короеда,118,10,1,1,arbogarden.ru,0,not_planned,,,18,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
жук короед в доме борьба с ними,10,10,10,1,arbogarden.ru,1,not_planned,,,7,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
как определяют возраст дерева,924,10,10,1,arbogarden.ru,1,not_planned,,,9,/stati/kak-opredelit-vozrast-dereva,НЧ,информационный,arboristika,False
сосновый короед,427,10,8,1,arbogarden.ru,1,not_planned,,,3,/stati/borba-s-koroedom,НЧ,общий,,False
формирование туи,181,10,10,1,drovosek-mo.ru,0,not_planned,,,27,/uslugi-sadovnika/obrezka-tuj-i-zhivoj-izgorodi,НЧ,общий,,False
сколько стоит колоть дрова,1956,10,9,1,drovosek-mo.ru,0,not_planned,,,16,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
сколько стоит поколоть дрова 1 куб цена,12,10,10,1,drovosek-mo.ru,1,not_planned,,,8,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
стрижка ели обыкновенной пошаговая инструкция,14,10,10,1,drovosek-mo.ru,0,not_planned,,,22,/articles/obrezka-i-formirovanie-krony-eli,НЧ,информационный,,False
садовые услуги,1926,10,10,1,drovosek-mo.ru,0,not_planned,,,21,/uslugi-sadovnika,НЧ,коммерческий,,False
бригада в лесу,1745,10,10,1,drovosek-mo.ru,0,not_planned,,,29,/,НЧ,общий,,False
как правильно стричь тую смарагд,32,10,4,1,drovosek-mo.ru,0,not_planned,,,42,/uslugi-sadovnika/obrezka-tuj-i-zhivoj-izgorodi,НЧ,информационный,,False
обрезки на дрова,415,10,10,1,drovosek-mo.ru,0,not_planned,,,30,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
можно ли спилить ель на своем участке,54,10,10,1,drovosek-mo.ru,0,not_planned,,,35,/articles/spilit-el,НЧ,коммерческий,arboristika,False
стриженная сосна,260,10,4,1,drovosek-mo.ru,0,not_planned,,,21,/articles/obrezka-sosny-obyknovennoj,НЧ,общий,,False
стрижка хвойных растений,86,10,10,1,drovosek-mo.ru,0,not_planned,,,37,/uslugi-sadovnika/obrezka-tuj-i-zhivoj-izgorodi,НЧ,общий,,False
сколько стоит распилить 1 куб дров бензопилой на дрова,29,10,10,1,drovosek-mo.ru,1,not_planned,,,4,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
когда можно стричь сосны,53,10,10,1,drovosek-mo.ru,0,not_planned,,,19,/articles/obrezka-sosny-obyknovennoj,НЧ,информационный,,False
как обрезать большую сосну,38,10,8,1,drovosek-mo.ru,0,not_planned,,,14,/articles/obrezka-sosny-obyknovennoj,НЧ,коммерческий,,False
стрижка сосны обыкновенной с самого начала,10,10,10,1,drovosek-mo.ru,0,not_planned,,,12,/articles/obrezka-sosny-obyknovennoj,НЧ,общий,,False
обрезка взрослой сосны обыкновенной,10,10,3,1,drovosek-mo.ru,1,not_planned,,,9,/articles/obrezka-sosny-obyknovennoj,НЧ,коммерческий,,False
как обрезать ель обыкновенную правильно,14,10,9,1,drovosek-mo.ru,0,not_planned,,,45,/articles/obrezka-i-formirovanie-krony-eli,НЧ,коммерческий,,False
скачать дровосек,3058,10,3,1,drovosek-mo.ru,0,not_planned,,,36,/,НЧ,общий,,False
стержневая корневая система у каких деревьев,30,10,5,1,rusarbo.ru,0,not_planned,,,45,/kornevaya-sistema-dereva,НЧ,общий,arboristika,False
дерево относится к растениям или нет,50,10,10,1,rusarbo.ru,0,not_planned,,,30,/chto-takoe-derevo,НЧ,общий,arboristika,False
дерево растение или нет,826,10,10,1,rusarbo.ru,0,not_planned,,,20,/chto-takoe-derevo,НЧ,общий,arboristika,False
дерево что это такое,12834,10,7,1,rusarbo.ru,0,not_planned,,,23,/chto-takoe-derevo,НЧ,общий,arboristika,False
что есть у дерева,10097,10,6,1,rusarbo.ru,0,not_planned,,,41,/chto-takoe-derevo,НЧ,общий,arboristika,False
все виды дерева,13296,10,10,1,rusarbo.ru,0,not_planned,,,39,/klassifikatsiya-derevev,НЧ,общий,arboristika,False
кто сажает деревья профессия,17,10,10,1,treeworkers.ru,0,not_planned,,,30,/blog/arborist,НЧ,общий,arboristika,False
профессии с деревом,1154,10,10,1,treeworkers.ru,0,not_planned,,,41,/blog/arborist,НЧ,общий,arboristika,False
ремонт фасада панельного дома,171,10,10,1,formula-v.ru,0,not_planned,,,23,/uslugi/remont-fasadov/remont-panel,НЧ,общий,,False
межплиточные швы в панельном доме,52,10,10,1,formula-v.ru,0,not_planned,,,38,/uslugi/germetizatsiya-i-gidroizolyatsiya/germetizatsiya-mezhpanelnykh-shvov,НЧ,общий,,False
гидроизоляция бетонных поверхностей расценка в смете,23,10,10,1,formula-v.ru,0,not_planned,,,42,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
расшивка трещин в штукатурке расценка в смете,16,10,10,1,formula-v.ru,0,not_planned,,,38,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
ремонт бетонной крыши,96,10,10,1,formula-v.ru,1,not_planned,,,7,/uslugi/krovelnye-raboty/remont-krovli/rbk,НЧ,общий,,False
демонтажно монтажные работы,167,10,10,1,formula-v.ru,1,not_planned,,,8,/uslugi/montazhnye-raboty,НЧ,общий,demontazh-b2c,False
расценки на утепление фасада пенопластом прайс лист в рублях,10,10,10,1,formula-v.ru,0,not_planned,,,11,/uslugi/remont-fasadov/uteplenie-fasadov/uteplenie-penoplast,НЧ,коммерческий,,False
при какой температуре можно красить фасадной краской,41,10,10,1,formula-v.ru,0,not_planned,,,23,/uslugi/remont-fasadov/okraska-fasadov/okraska-fasadov-zimoj,НЧ,информационный,,False
промышленный альпинизм фото,23,10,9,1,formula-v.ru,0,not_planned,,,14,/gallery,НЧ,общий,,False
гидрофобизация поверхности штукатурки фасадов что это,10,10,10,1,formula-v.ru,1,not_planned,,,10,/uslugi/kliningovye-raboty/gidrofobizatsiya,НЧ,общий,,False
покраска дома из кирпича снаружи,16,10,10,1,formula-v.ru,0,not_planned,,,22,/uslugi/remont-fasadov/okraska-fasadov/okraska-kirpichnogo-fasada,НЧ,общий,,False
монтаж муфты противопожарной расценка в смете,36,10,3,1,formula-v.ru,0,not_planned,,,37,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
заделка стыков расценка в смете,235,10,10,1,formula-v.ru,1,not_planned,,,4,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
монтаж рекламных вывесок,111,10,4,1,formula-v.ru,0,not_planned,,,46,/uslugi/montazhnye-raboty/montazh-i-demontazh-naruzhnoj-reklamy,НЧ,общий,,False
установка баннера расценка в смете,10,10,10,1,formula-v.ru,1,not_planned,,,2,/uslugi/montazhnye-raboty/montazh-demontazh-bannera,НЧ,коммерческий,,False
фасады торговых центров,398,10,10,1,formula-v.ru,0,not_planned,,,33,/uslugi/oformlenie-fasadov-zdanij/torgovye-tsentry,НЧ,общий,,False
технология теплый шов для панельных домов,15,10,10,1,formula-v.ru,0,not_planned,,,19,/uslugi/germetizatsiya-i-gidroizolyatsiya/tehnologiya,НЧ,общий,,False
подъем строительных материалов на этаж цена,16,10,10,1,formula-v.ru,0,not_planned,,,35,/uslugi/montazhnye-raboty/pod-em-gruzov,НЧ,коммерческий,,False
ремонт окон расценка в смете,135,10,9,1,formula-v.ru,0,not_planned,,,29,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
фер расшивка трещин,24,10,4,1,formula-v.ru,0,not_planned,,,36,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,общий,,False
стоимость подъема на этаж стройматериалов без лифта,15,10,10,1,formula-v.ru,0,not_planned,,,43,/uslugi/montazhnye-raboty/pod-em-gruzov,НЧ,коммерческий,,False
гидрофобизация фасада что это,36,10,10,1,formula-v.ru,0,not_planned,,,34,/uslugi/kliningovye-raboty/gidrofobizatsiya,НЧ,общий,,False
расшивка трещин стен расценка в смете,45,10,10,1,formula-v.ru,0,not_planned,,,18,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
монтажные демонтажные работы,1955,10,4,1,formula-v.ru,1,not_planned,,,5,/uslugi/montazhnye-raboty,НЧ,общий,demontazh-b2c,False
расчистка от снега,1332,10,10,2,formula-v.ru;gsvm.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,20,/cleaning,НЧ,общий,uborka-snega,False
услуги монтажника,281,10,10,1,formula-v.ru,0,not_planned,,,18,/uslugi/montazhnye-raboty,НЧ,коммерческий,,False
заделка отверстий в кирпичных стенах расценка в смете,19,10,9,1,formula-v.ru,0,not_planned,,,42,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
монтаж пеноплекса на стену цена за работу,42,10,10,1,formula-v.ru,0,not_planned,,,32,/uslugi/remont-fasadov/uteplenie-fasadov,НЧ,коммерческий,,False
устройство гидроизоляции прокладочной расценка в смете,12,10,2,1,formula-v.ru,0,not_planned,,,35,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
работа мусоровоза видео,131,10,9,1,mmusor.ru,0,not_planned,,,24,/video/rabota-musorovozov-novogo-tipa,НЧ,общий,vyvoz-musora,False
заказ бункера для вывоза мусора,67,10,10,2,gsvm.ru;mmusor.ru,0,not_planned,,,25,/,НЧ,коммерческий,vyvoz-musora,False
мусор контейнер вывоз 8м3 цена,179,10,10,2,gsvm.ru;mmusor.ru,1,not_planned,,,8,/,НЧ,коммерческий,vyvoz-musora,False
утилизация ванны,448,10,10,1,mmusor.ru,0,not_planned,,,43,/articles/vyvoz-staroi-chugunnoi-vanny-na-utilizatsiyu,НЧ,общий,,False
контейнер 8 кубов под мусор,99,10,1,1,mmusor.ru,0,not_planned,,,36,/,НЧ,общий,vyvoz-musora,False
вывоз строймусора,129,10,10,2,gsvm.ru;mmusor.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:50,17,/,НЧ,коммерческий,vyvoz-musora,False
стоимость выноса строительного мусора,84,10,10,1,mmusor.ru,0,not_planned,,,18,/,НЧ,коммерческий,vyvoz-musora,False
вызов строительного мусора,54,10,7,2,gsvm.ru;mmusor.ru,1,not_planned,,,6,/,НЧ,общий,vyvoz-musora,False
заказ контейнера вывоз мусора,903,10,5,1,mmusor.ru,1,not_planned,,,10,/,НЧ,коммерческий,vyvoz-musora,False
как заказать контейнер для вывоза строительного мусора,21,10,10,1,mmusor.ru,1,not_planned,,,7,/,НЧ,коммерческий,vyvoz-musora,False
насыпная плотность щепы,66,10,10,1,mmusor.ru,0,not_planned,,,45,/tablitsa-plotnosti-musora,НЧ,общий,,False
удельный вес бытового мусора в 1 м3 таблица,11,10,10,1,mmusor.ru,0,not_planned,,,16,/tablitsa-plotnosti-musora,НЧ,общий,vyvoz-musora,False
вывоз пианино в москве на утилизацию,31,10,10,1,mmusor.ru,0,not_planned,,,24,/service/vyvoz-pianino,НЧ,коммерческий+локальный,vyvoz-musora,False
фирма по вывозу мусора,229,10,10,1,mmusor.ru,0,not_planned,,,34,/service,НЧ,коммерческий,vyvoz-musora,False
вывоз крупногабаритного мусора московская область,25,10,10,2,gsvm.ru;mmusor.ru,1,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:25,8,/service,НЧ,коммерческий+локальный,vyvoz-musora,False
вывоз мусора внуково,29,10,10,1,mmusor.ru,1,not_planned,,,8,/geo/vyvoz-musora-vo-vnukovo,НЧ,коммерческий,vyvoz-musora,False
вывоз старого холодильника при покупке нового,18,10,10,1,mmusor.ru,0,not_planned,,,40,/articles/vyvoz-starogo-holodilnika-na-utilizatsiyu,НЧ,коммерческий,vyvoz-musora,False
вывоз и утилизация строительного мусора расценка в смете,11,10,10,1,mmusor.ru,0,not_planned,,,27,/articles/vyvoz-musora-po-dogovoru-podryada,НЧ,коммерческий,vyvoz-musora,False
можно ли вывозить мусор на полигон самостоятельно,21,10,9,1,mmusor.ru,1,not_planned,,,6,/articles/kak-vyvezti-musor-na-svalku-i-skolko-eto-stoit,НЧ,коммерческий,vyvoz-musora,False
мск мусор москва,23,10,10,2,gsvm.ru;mmusor.ru,0,not_planned,,,33,/,НЧ,локальный,vyvoz-musora,False
заказ контейнера под строительный мусор,21,10,10,2,gsvm.ru;mmusor.ru,0,not_planned,,,24,/,НЧ,коммерческий,vyvoz-musora,False
для вывоза мусора,16699,10,10,2,gsvm.ru;mmusor.ru,0,not_planned,,,17,/,НЧ,коммерческий,vyvoz-musora,False
коммерческое предложение на вывоз мусора,52,10,10,1,mmusor.ru,0,not_planned,,,20,/,НЧ,коммерческий,vyvoz-musora,False
как посчитать объем контейнера для мусора в м3,10,10,10,1,mmusor.ru,0,not_planned,,,30,/articles/vyvoz-musora-konteinerom-8-m3-posle-remonta-komnaty,НЧ,информационный,vyvoz-musora,False
вывоз мусора на полигон цена за куб,13,10,10,1,mmusor.ru,1,not_planned,,,8,/service/vyvoz-musora-na-poligon,НЧ,коммерческий,vyvoz-musora,False
контейнер 20 м3 размеры,66,10,10,1,mmusor.ru,0,not_planned,,,33,/service/vyvoz-musora-konteinerom-20-m3,НЧ,общий,vyvoz-musora,False
контейнер для мусора 20 м3,64,10,8,1,mmusor.ru,0,not_planned,,,25,/service/vyvoz-musora-konteinerom-20-m3,НЧ,общий,vyvoz-musora,False
вывезти крупногабаритный мусор,1086,10,9,2,gsvm.ru;mmusor.ru,1,not_planned,,,9,/,НЧ,коммерческий,vyvoz-musora,False
сдать железную дверь на металлолом с вывозом,40,10,10,1,mmusor.ru,0,not_planned,,,32,/service/vyvoz-dverei,НЧ,коммерческий,vyvoz-musora,False
вывоз железной двери бесплатно,21,10,10,1,mmusor.ru,0,not_planned,,,23,/service/vyvoz-dverei,НЧ,коммерческий,vyvoz-musora,False
заказать контейнер для вывоза мусора в москве дешево с грузчиками,10,10,10,1,mmusor.ru,0,not_planned,,,11,/service,НЧ,коммерческий+локальный,vyvoz-musora,False
куда деть старые окна,164,10,9,1,mmusor.ru,0,not_planned,,,32,/articles/vyvoz-bitogo-stekla-na-utilizatsiyu,НЧ,общий,,False
мск мт вывоз мусора официальный сайт,19,10,10,1,mmusor.ru,0,not_planned,,,36,/,НЧ,коммерческий,vyvoz-musora,False
контейнер с грузчиками заказать для строительного мусора,10,10,10,1,mmusor.ru,0,not_planned,,,34,/,НЧ,коммерческий,vyvoz-musora,False
строительный мусор вывоз цена,1349,10,10,2,gsvm.ru;mmusor.ru,0,not_planned,,,22,/prices,НЧ,коммерческий,vyvoz-musora,False
конфуциус тэчь вывоз мусора,11,10,10,1,mmusor.ru,0,not_planned,,,34,/,НЧ,коммерческий,vyvoz-musora,False
ооо ммт официальный сайт,21,10,10,1,mmusor.ru,0,not_planned,,,30,/,НЧ,общий,,False
строительные контейнеры для мусора,3135,10,8,2,gsvm.ru;mmusor.ru,0,not_planned,,,28,/,НЧ,общий,vyvoz-musora,False
грузовик для вывоза мусора,54,10,10,1,mmusor.ru,0,not_planned,,,13,/,НЧ,коммерческий,vyvoz-musora,False
заказать 8 кубовый контейнер для вывоза мусора,15,10,9,1,mmusor.ru,0,not_planned,,,18,/,НЧ,коммерческий,vyvoz-musora,False
что такое строительный мусор определение по закону,13,10,10,1,mmusor.ru,0,not_planned,,,22,/articles/vse-o-stroitelnom-musore,НЧ,информационный,vyvoz-musora,False
грузчики вынос мусора,170,10,9,1,mmusor.ru,1,not_planned,,,5,/service/vyvoz-musora-s-gruzchikami,НЧ,общий,vyvoz-musora,False
заказать контейнер для вывоза мусора в москве 8 кубов,18,10,9,1,mmusor.ru,0,not_planned,,,15,/,НЧ,коммерческий+локальный,vyvoz-musora,False
вывоз мусора в подольске контейнером,27,10,10,2,gsvm.ru;mmusor.ru,0,not_planned,,,16,/,НЧ,коммерческий+локальный,vyvoz-musora,False
вывоз мусора в ногинске,76,10,10,1,mmusor.ru,0,not_planned,,,11,/geo/vyvoz-musora-v-noginske,НЧ,коммерческий,vyvoz-musora,False
как правильно утилизировать стекло,35,10,9,1,mmusor.ru,0,not_planned,,,17,/articles/vyvoz-bitogo-stekla-na-utilizatsiyu,НЧ,информационный,,False
бункеры для крупногабаритного мусора,208,10,9,1,mmusor.ru,0,not_planned,,,21,/articles/kuda-i-kak-mozhno-vybrosit-krupnogabaritnyi-musor,НЧ,общий,vyvoz-musora,False
куда девать крупногабаритный мусор,90,10,10,1,mmusor.ru,0,not_planned,,,18,/articles/kuda-i-kak-mozhno-vybrosit-krupnogabaritnyi-musor,НЧ,общий,vyvoz-musora,False
вывоз мусора смолевичи,15,10,10,1,mmusor.ru,0,not_planned,,,44,/,НЧ,коммерческий,vyvoz-musora,False
вывоз мусора контейнер цена,939,10,7,1,mmusor.ru,0,not_planned,,,33,/,НЧ,коммерческий,vyvoz-musora,False
газель для вывоза строительного мусора,29,10,10,1,mmusor.ru,0,not_planned,,,28,/,НЧ,коммерческий,vyvoz-musora,False
контейнер 8 кубов для мусора заказать цена,54,10,10,1,mmusor.ru,0,not_planned,,,27,/,НЧ,коммерческий,vyvoz-musora,False
прием тбо,385,10,10,2,gsvm.ru;mmusor.ru,1,not_planned,,,5,/pickup/priem-musora,НЧ,общий,vyvoz-musora,False
контейнер мусор вывоз москва,1868,10,7,2,gsvm.ru;mmusor.ru,0,not_planned,,,18,/,НЧ,коммерческий+локальный,vyvoz-musora,False
куда сдавать бумагу на переработку,108,10,10,1,gsvm.ru,1,not_planned,,,6,/pokupka-vtorsyrya/pokupka-makulatury,НЧ,общий,,False
восьмикубовый контейнер,116,10,10,1,gsvm.ru,0,not_planned,,,23,/news/vosmikubovyj-kontejner-pod-musor,НЧ,общий,vyvoz-musora,False
как утилизировать электронную сигарету,61,10,10,1,gsvm.ru,0,not_planned,,,20,/news/utilizirujte-elektronnye-sigarety,НЧ,информационный,,False
утилизация отходов 89 фз,361,10,2,1,gsvm.ru,0,not_planned,,,30,/documentation/fz89,НЧ,общий,vyvoz-musora,False
реестр оссиг московская область,36,10,10,1,gsvm.ru,0,not_planned,,,13,/debris,НЧ,локальный,,False
вывести строительный мусор,592,10,10,1,gsvm.ru,1,not_planned,,,10,/,НЧ,общий,vyvoz-musora,False
ст 14 фз 89 об отходах производства и потребления,88,10,9,1,gsvm.ru,0,not_planned,,,22,/documentation/fz89,НЧ,общий,vyvoz-musora,False
диспетчер вывоз мусора,726,10,4,1,gsvm.ru,0,not_planned,,,30,/,НЧ,коммерческий,vyvoz-musora,False
плужно щеточный снегоочиститель,48,10,10,1,gsvm.ru,0,not_planned,,,31,/cleaning/winter,НЧ,общий,uborka-snega,False
фз о вывозе мусора,73,10,10,1,gsvm.ru,0,not_planned,,,28,/documentation/fz89,НЧ,коммерческий,vyvoz-musora,False
осигг,62,10,10,1,gsvm.ru,0,not_planned,,,12,/news/ais-ossig-chto-eto-znachit-i-zachem-sushhestvuet,НЧ,общий,,False
бункер для крупногабаритного мусора в москве,35,10,10,1,gsvm.ru,0,not_planned,,,37,/,НЧ,локальный,vyvoz-musora,False
фз 89 обращение с отходами,768,10,9,1,gsvm.ru,0,not_planned,,,31,/documentation/fz89,НЧ,общий,vyvoz-musora,False
89 фз 11 статья,65,10,1,1,gsvm.ru,0,not_planned,,,31,/documentation/fz89,НЧ,общий,,False
федерального закона от 24 июня 1998 г n 89 фз об отходах производства и потребления,101,10,10,1,gsvm.ru,0,not_planned,,,35,/documentation/fz89,НЧ,общий,vyvoz-musora,False
89 фз ст 19,112,10,1,1,gsvm.ru,0,not_planned,,,33,/documentation/fz89,НЧ,общий,,False
фз 89 утилизация отходов,361,10,7,1,gsvm.ru,0,not_planned,,,31,/documentation/fz89,НЧ,общий,vyvoz-musora,False
фз 89 обработка,183,10,1,1,gsvm.ru,0,not_planned,,,22,/documentation/fz89,НЧ,общий,,False
заказ мусорного контейнера цена,55,10,10,1,gsvm.ru,0,not_planned,,,36,/,НЧ,коммерческий,vyvoz-musora,False
сдать макулатуру платно,85,10,2,1,gsvm.ru,1,not_planned,,,8,/pokupka-vtorsyrya/pokupka-makulatury,НЧ,общий,,False
макулатура бумага,11718,10,2,1,gsvm.ru,1,not_planned,,,6,/pokupka-vtorsyrya/pokupka-makulatury,НЧ,общий,,False
компакторы,4487,10,10,1,gsvm.ru,0,not_planned,,,18,/pickup/compactors,НЧ,общий,,False
свалочные газы,538,10,10,1,gsvm.ru,0,not_planned,,,32,/news/svalochnyj-gaz,НЧ,общий,,False
сдать макулатуру подольск,64,10,10,1,gsvm.ru,0,not_planned,,,19,/news/gde-sdat-makulaturu-v-podolske,НЧ,общий,,False
разрешение оссиг,340,10,9,1,gsvm.ru,0,not_planned,,,40,/news/ais-ossig-chto-eto-znachit-i-zachem-sushhestvuet,НЧ,общий,,False
приказ 89 фз об отходах производства и потребления новые изменения,10,10,10,1,gsvm.ru,0,not_planned,,,47,/documentation/fz89,НЧ,общий,vyvoz-musora,False
федеральный закон от 24 июня 1998 г no 89 фз,260,10,10,1,gsvm.ru,0,not_planned,,,29,/documentation/fz89,НЧ,общий,,False
какой документ устанавливает основные требования для отходов производства и потребления,10,10,10,1,gsvm.ru,0,not_planned,,,29,/documentation/fz89,НЧ,информационный,vyvoz-musora,False
погрузочно разгрузочные работы ведутся,122,10,9,1,snosim.com,1,not_planned,,,3,/blog/tekhnika-bezopasnosti-pri-pogruzochno-razgruzochnykh-i-podgotovitelnykh-rabotakh?ELEMENT_CODE=tekhnika-bezopasnosti-pri-pogruzochno-razgruzochnykh-i-podgotovitelnykh-rabotakh,НЧ,общий,,False
амкодор 343в,99,10,10,1,snosim.com,0,not_planned,,,11,/arenda-spectehniki/more/75,НЧ,общий,,False
требование охраны труда при вскрытии и разборке строительных конструкций,190,10,10,1,snosim.com,0,not_planned,,,25,/blog/trebovaniya-tekhniki-bezopasnosti-pri-vypolnenii-rabot-po-demontazhu-stroitelnykh-konstruktsiy?ELEMENT_CODE=trebovaniya-tekhniki-bezopasnosti-pri-vypolnenii-rabot-po-demontazhu-stroitelnykh-konstruktsiy,НЧ,общий,demontazh-b2c,False
сколько стоит демонтаж деревянного дома,38,10,6,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,22,/demontazh-doma-iz-brusa,НЧ,коммерческий,arboristika;demontazh-b2c,True
инструкция по охране труда для дробильщика,24,10,10,1,snosim.com,0,not_planned,,,13,/blog/tekhnika-bezopasnosti-pri-rabote-drobilshchika?ELEMENT_CODE=tekhnika-bezopasnosti-pri-rabote-drobilshchika,НЧ,информационный,,False
требования к применению средств индивидуальной защиты работников,358,10,10,1,snosim.com,0,not_planned,,,41,/blog/trebovaniya-k-primeneniyu-sredstv-individualnoy-zashchity?ELEMENT_CODE=trebovaniya-k-primeneniyu-sredstv-individualnoy-zashchity,НЧ,общий,,False
прайс на демонтаж,963,10,10,1,snosim.com,0,not_planned,,,11,/price,НЧ,коммерческий,demontazh-b2c,False
сколько стоит снести здание,47,10,10,2,demonti.ru;snosim.com,0,not_planned,,,11,/price,НЧ,коммерческий,,False
аренда грохота,122,10,10,1,snosim.com,0,not_planned,,,13,/arenda-spectehniki/more/2789,НЧ,общий,,False
работа экскаватора под лэп,55,10,8,1,snosim.com,0,not_planned,,,15,/blog/tekhnika-bezopasnosti-mashinista-ekskavatora?ELEMENT_CODE=tekhnika-bezopasnosti-mashinista-ekskavatora,НЧ,общий,,False
переработка жби изделий,17,10,10,1,snosim.com,1,not_planned,,,2,/services/retsikling-fragmentov-demontazha,НЧ,общий,,False
демонтаж внутри здания,129,10,10,1,snosim.com,1,not_planned,,,10,/services/demontazh-vnutri-zdaniy,НЧ,общий,demontazh-b2c,False
john deere e330lc,52,10,10,1,snosim.com,0,not_planned,,,19,/arenda-spectehniki/more/2593,НЧ,общий,,False
дома на разбор на авито,231,10,9,1,snos24.ru,0,not_planned,,,27,/uslugi/razborka-derevyannogo-doma,НЧ,общий,,False
купить дом на разбор в московской области,17,10,8,1,snos24.ru,0,not_planned,,,32,/uslugi/razborka-derevyannogo-doma,НЧ,коммерческий+локальный,,False
могут ли снести дом в снт,42,10,10,1,snos24.ru,0,not_planned,,,28,/stati/zakon-o-snose-dachnogo-doma,НЧ,общий,,False
снос дома на участке,963,10,10,2,demonti.ru;snos24.ru,0,not_planned,,,29,/snos-dachnykh-domov,НЧ,коммерческий,demontazh-b2c,False
баня на разбор авито,23,10,10,2,demonti.ru;snos24.ru,0,not_planned,,,20,/demontazh-bani,НЧ,общий,,False
сколько стоит разобрать дом из бревна,43,10,10,2,demonti.ru;snos24.ru,1,not_planned,,,10,/demontazh-brevenchatogo-doma,НЧ,коммерческий,,False
как разобрать дом,4639,10,10,1,snos24.ru,0,not_planned,,,33,/stati/kak-razobrat-staryj-derevyannyj-dom-i-skolko-eto-budet-stoit,НЧ,коммерческий,,False
дом под разбор авито,116,10,5,1,demonti.ru,0,not_planned,,,19,/razobrat-dom,НЧ,общий,,False
демонтаж бетона цена за м3 отбойным молотком,10,10,10,1,demonti.ru,0,not_planned,,,20,/demontazh-fundamenta,НЧ,коммерческий,demontazh-b2c,False
