key	grp1	grp2	grp3	grp4	частот. WordStat	"частот. WordStat"	"!частот. !WordStat"	mord	tema
содержание общего имущества дома что туда входит	48	48	48	48	0	0	0	0	
содержание общего имущества тариф	48	48	48	48	0	0	0	0	
содержание общего имущества это	48	48	48	48	0	0	0	0	
штраф за лед лампы в 2026	49	49	49	49	0	0	0	0	
штраф за лед лампы в фарах 2026	49	49	49	49	0	0	0	0	
штраф за лед лампы в фарах ближнего света	49	49	49	49	0	0	0	0	
штраф за мусор в неположенном месте	49	49	49	49	0	0	0	0	
штраф за неисполнение предписания гжи	49	49	49	49	0	0	0	0	
штраф за установку би лед линз в фары 2026	49	49	49	49	0	0	0	0	
вывоз строймусора	50	50	50	50	41	4	4	0	
вывоз строймусора алматы	50	50	50	50	0	0	0	0	
вывоз строймусора в алматы	50	50	50	50	0	0	0	0	
вывоз строймусора москва	50	50	50	50	0	0	0	0	
вывоз строймусора цена	50	50	50	50	0	0	0	0	
выровнять участок	51	51	51	51	0	0	0	0	
выровнять участок на даче сколько стоит	51	51	51	51	0	0	0	0	
выровнять участок цена	51	51	51	51	0	0	0	0	
выровнять участок цена московская область	51	51	51	51	0	0	0	0	
сколько стоит выровнять участок	51	51	51	51	0	0	0	0	
каблинг деревьев	52	52	52	52	43	6	6	0	
каблинг деревьев цена	52	52	52	52	0	0	0	0	
каблинг деревьев что	52	52	52	52	0	0	0	0	
каблинг деревьев что это	52	52	52	52	0	0	0	0	
что такое каблинг деревьев	52	52	52	52	0	0	0	0	
как перевести 1 куб м мусора в тонны	53	53	53	53	0	0	0	0	
мусор перевести м3 в тонны	53	53	53	53	0	0	0	0	
мусор перевести тонны в м3	53	53	53	53	0	0	0	0	
перевод мусора из м3 в т	53	53	53	53	0	0	0	0	
перевод мусора из т в м3	53	53	53	53	0	0	0	0	
оати штраф 4000 за что	54	54	54	54	0	0	0	0	
оати штраф 4000 обжаловать	54	54	54	54	0	0	0	0	
оати штраф за маску	54	54	54	54	0	0	0	0	
штраф оати	54	54	54	54	111	8	2	0	
штраф оати за работу без ордера	54	54	54	54	0	0	0	0	
очистка кровли	55	55	55	55	915	3	3	0	
очистка кровли окпд 2	55	55	55	55	0	0	0	0	
очистка кровли от мха	55	55	55	55	0	0	0	0	
очистка кровли от сосулек	55	55	55	55	0	0	0	0	
очистка кровли расценка в смете	55	55	55	55	0	0	0	0	
вывоз мусора с садового участка	56	56	56	56	0	0	0	0	
вывоз садового мусора	56	56	56	56	187	7	7	0	
вывоз садового мусора московская область	56	56	56	56	0	0	0	0	
уборка садового участка и вывоз мусора	56	56	56	56	0	0	0	0	
вывоз старой мебели	57	57	57	57	4957	405	402	0	
вывоз старой мебели красногорск	57	57	57	57	0	0	0	0	
вывоз старой мебели москва	57	57	57	57	0	0	0	0	
вывоз старой мебели химки	57	57	57	57	0	0	0	0	
когда можно обрезать грушу	58	58	58	58	0	0	0	0	
когда можно обрезать сливу	58	58	58	58	0	0	0	0	
можно ли алычу обрезать летом	58	58	58	58	0	0	0	0	
можно ли обрезать	58	58	58	58	0	0	0	0	
мусор оплатить	59	59	59	59	0	0	0	0	
мусор тбо	59	59	59	59	0	0	0	0	
мусор это	59	59	59	59	0	0	0	0	
это мусор	59	59	59	59	0	0	0	0	
норматив очистки крыш	60	60	60	60	1	0	0	0	
почистить крышу	60	60	60	60	0	0	0	0	
сбивание сосулек с крыши	60	60	60	60	0	0	0	0	
удаление сосулек с крыш	60	60	60	60	0	0	0	0	
работа на высоте	61	61	61	61	70759	456	223	0	
работа на высоте группы 1 2 3 что это	61	61	61	61	0	0	0	0	
работа на высоте это	61	61	61	61	0	0	0	0	
работа на высоте это сколько метров	61	61	61	61	0	0	0	0	
уборка дачного участка	62	62	62	62	285	29	19	0	
уборка дачного участка от мусора цена	62	62	62	62	0	0	0	0	
уборка дачного участка цена за сотку	62	62	62	62	0	0	0	0	
уборка дачного участка цена за сотку под ключ	62	62	62	62	0	0	0	0	
вывезти мусор строительный	63	63	63	63	0	0	0	0	
вывезти строительный мусор	63	63	63	63	0	0	0	0	
куда вывезти строительный мусор	63	63	63	63	0	0	0	0	
вывоз строительного мусора в москве недорого из квартиры с грузчиками цена	64	64	64	64	0	0	0	0	
вывоз строительного мусора с грузчиками	64	64	64	64	0	0	0	0	
вывоз строительного мусора химки с грузчиками	64	64	64	64	0	0	0	0	
как и когда обрезать сливу	65	65	65	65	0	0	0	0	
как обрезать сливу	65	65	65	65	0	0	0	0	
как сливу обрезать	65	65	65	65	0	0	0	0	
как обрезать грушу весной	66	66	66	66	0	0	0	0	
как обрезать сливу весной	66	66	66	66	0	0	0	0	
когда можно обрезать сливу весной	66	66	66	66	0	0	0	0	
косим траву	67	67	67	67	0	0	0	0	
накосил траву	67	67	67	67	0	0	0	0	
скосить траву	67	67	67	67	0	0	0	0	
куда вывозить строительный мусор	68	68	68	68	0	0	0	0	
куда вывозят строительный мусор	68	68	68	68	0	0	0	0	
строительный мусор куда вывозить	68	68	68	68	0	0	0	0	
мусорный полигон	69	69	69	69	0	0	0	0	
мусорный полигон нева	69	69	69	69	0	0	0	0	
полигон мусорный	69	69	69	69	0	0	0	0	
обслуживание детских площадок на придомовой территории многоквартирного дома	70	70	70	70	0	0	0	0	
обслуживание придомовой территории многоквартирного дома	70	70	70	70	0	0	0	0	
обслуживание придомовой территории многоквартирного дома что входит	70	70	70	70	0	0	0	0	
подготовка участка к строительству	71	71	71	71	0	0	0	0	
подготовка участка к строительству дома	71	71	71	71	0	0	0	0	
подготовка участка под строительство дома	71	71	71	71	0	0	0	0	
пп 1018 содержание дворовых территорий	72	72	72	72	0	0	0	0	
содержание территорий	72	72	72	72	11337	11	0	0	
содержание территорий московская область	72	72	72	72	0	0	0	0	
раскорчевка и расчистка участков цена	73	73	73	73	0	0	0	0	
раскорчевка участка	73	73	73	73	28	10	10	0	
раскорчевка участков	73	73	73	73	0	0	0	0	
сбивание сосулек	74	74	74	74	38	0	0	0	
сбивание сосулек лазером	74	74	74	74	0	0	0	0	
сбивание сосулек расценка в смете	74	74	74	74	0	0	0	0	
спил высоких деревьев по частям цена	75	75	75	75	0	0	0	0	
спил дерева частями	75	75	75	75	73	5	0	0	
спил деревьев частями	75	75	75	75	0	0	0	0	
4 в 1 услуги	76	76	76	76	7947	0	0	1	/Hi-Tech/Интернет/Доступ в интернет/Провайдеры
fm услуги	76	76	76	76	19	2	1	0	/Бизнес/Недвижимость/Управляющие компании
бункер для мусора заказать	77	77	77	77	403	99	99	0	
купить бункер для мусора 8 м3	77	77	77	77	0	0	0	0	
водитель мусоровоза	78	78	78	78	0	0	0	0	
водитель мусоровоза вакансии	78	78	78	78	0	0	0	0	
вывезти мусор из квартиры с грузчиками	79	79	79	79	0	0	0	0	
вывоз старой мебели из квартиры в москве недорого с грузчиками	79	79	79	79	0	0	0	0	
вывоз старой мебели из квартиры	80	80	80	80	0	0	0	0	
вывоз старой мебели из квартиры в москве	80	80	80	80	0	0	0	0	
вывоз-мусора 24	81	81	81	81	0	0	0	0	
мусора вывоз	81	81	81	81	0	0	0	0	
вырубка елок	82	82	82	82	43	0	0	0	
незаконная вырубка елок	82	82	82	82	0	0	0	0	
договор тсж с собственниками	83	83	83	83	0	0	0	0	
договор тсж с ук на управление многоквартирным домом	83	83	83	83	0	0	0	0	
как обрезать молодую грушу	84	84	84	84	0	0	0	0	
как обрезать молодую сливу	84	84	84	84	0	0	0	0	
как обрезать тую	85	85	85	85	0	0	0	0	
когда обрезать	85	85	85	85	0	0	0	0	
как перевести м куб в тонны мусор бытовой калькулятор	86	86	86	86	0	0	0	0	
как перевести тонны в кубы мусора калькулятор тко	86	86	86	86	0	0	0	0	
как перерабатывают мусор	87	87	87	87	0	0	0	0	
переработка мусора в россии	87	87	87	87	0	0	0	0	
какой бывает мусор	88	88	88	88	0	0	0	0	
какой мусор бывает	88	88	88	88	0	0	0	0	
камаз мусоровоз	89	89	89	89	0	0	0	0	
мусоровоз камаз	89	89	89	89	0	0	0	0	
камаз мусоровоз с боковой загрузкой	90	90	90	90	0	0	0	0	
мусоровоз камаз с задней загрузкой	90	90	90	90	0	0	0	0	
компактор для мусора	91	91	91	91	0	0	0	0	
пресс компактор для мусора	91	91	91	91	0	0	0	0	
мультилифт мусоровоз	92	92	92	92	0	0	0	0	
мусоровоз мультилифт	92	92	92	92	0	0	0	0	
мусор и отходы	93	93	93	93	0	0	0	0	
отходы и мусор	93	93	93	93	0	0	0	0	
мусорная площадка	94	94	94	94	0	0	0	0	
мусорные площадки	94	94	94	94	0	0	0	0	
мусорная свалка	95	95	95	95	0	0	0	0	
свалка мусорная	95	95	95	95	0	0	0	0	
не вывозят мусор куда жаловаться	96	96	96	96	0	0	0	0	
не вывозят мусор куда жаловаться в москве	96	96	96	96	0	0	0	0	
нужно ли платить за мусор если в доме никто не прописан и не проживает	97	97	97	97	0	0	0	0	
оплата за мусор по прописке или проживанию	97	97	97	97	0	0	0	0	
печь для сжигания мусора на даче	98	98	98	98	0	0	0	0	
сжигание мусора	98	98	98	98	0	0	0	0	
проект ландшафтного дизайна участка цена	99	99	99	99	0	0	0	0	
сколько стоит ландшафтный дизайн участка	99	99	99	99	0	0	0	0	
работа на высоте с какой высоты начинается	100	100	100	100	0	0	0	0	
работа на высоте с какой высоты начинается 2025	100	100	100	100	0	0	0	0	
скопление мусора на территории земельного участка гигтест ответ	101	101	101	101	0	0	0	0	
скопление мусора на территории земельного участка ответ гигтест	101	101	101	101	0	0	0	0	
содержание общего имущества в многоквартирном доме	102	102	102	102	0	0	0	0	
содержание общего имущества в многоквартирном доме включает в себя	102	102	102	102	0	0	0	0	
содержание территорий городских и сельских поселений промышленных площадок должно отвечать	103	103	103	103	0	0	0	0	
содержание территорий промышленных площадок должно отвечать	103	103	103	103	0	0	0	0	
уборка мусора	104	104	104	104	0	0	0	0	
уборка участка от мусора	104	104	104	104	67	0	0	0	
услуга вывоза мусора	105	105	105	105	0	0	0	0	
услуги по вывозу мусора	105	105	105	105	0	0	0	0	
автобус 437 москва клин расписание место посадки цена	106	106	106	106	6	6	6	0	/Справки/Транспорт/Автобусное сообщение
автор работы человек машина	107	107	107	107	6	0	0	0	/Культура/Литература/Универсальное
автором работы человек в поисказ смысла является	108	108	108	108	2	2	2	0	/Культура/Литература/Универсальное
альпинизм промышленный	109	109	109	109	2415	365	360	4	/Отдых/Туризм/Спортивный туризм/Альпинизм, горный туризм
аутсорсинг благоустройства	110	110	110	110	0	0	0	0	
без работы человек деградирует	111	111	111	111	3	2	2	0	
большую часть мусора загрязняющего землю составляют	112	112	112	112	10	1	1	0	
бункер мусорный	113	113	113	113	374	43	37	0	
вакансии водитель мусоровоза	114	114	114	114	235	46	39	0	
виды мусора	115	115	115	115	0	0	0	0	
вывезти мусор	116	116	116	116	0	0	0	0	
вывоз ветвей	117	117	117	117	1	0	0	0	
вывоз листвы	118	118	118	118	108	8	8	0	
вывоз листвы в мешках	119	119	119	119	0	0	0	0	
вывоз листвы в мешках с дачного участка	120	120	120	120	0	0	0	0	
вывоз старой мебели и бытовой техники	121	121	121	121	0	0	0	0	
вывоз старой мебели из квартиры в долгопрудном	122	122	122	122	0	0	0	0	
вывоз старой мебели из квартиры в москве с грузчиками на утилизацию	123	123	123	123	0	0	0	0	
вывоз старой мебели люберцы	124	124	124	124	0	0	0	0	
вывоз строительного мусора с дачного участка	125	125	125	125	0	0	0	0	
вынос мусора из квартиры	126	126	126	126	0	0	0	0	
вынос строительного мусора из квартиры цена	127	127	127	127	0	0	0	0	
данный отрывок взят из работы человек	128	128	128	128	0	0	0	0	
зимняя уборка придомовой территории	129	129	129	129	0	0	0	0	
зимняя уборка территории	130	130	130	130	168	0	0	0	
как и когда обрезать грушу	131	131	131	131	0	0	0	0	
как обрезать кусты	132	132	132	132	0	0	0	0	
как обрезать орешник	133	133	133	133	0	0	0	0	
как обрезать сливу летом для начинающих схемы с подробным описанием	134	134	134	134	0	0	0	0	
как перевести кубометры в тонны для расчета мусора	135	135	135	135	0	0	0	0	
как правильно обрезать сливу весной для начинающих	136	136	136	136	0	0	0	0	
как правильно сортировать мусор	137	137	137	137	0	0	0	0	
как убрать пень с участка	138	138	138	138	0	0	0	0	
как уничтожить пень на участке	139	139	139	139	0	0	0	0	
когда обрезать сосны	140	140	140	140	0	0	0	0	
комплексное обслуживание территорий	141	141	141	141	106	0	0	0	
комплексный подрядчик	142	142	142	142	101	0	0	0	
куда выбрасывать строительный мусор	143	143	143	143	0	0	0	0	
куда вывезти мусор самостоятельно	144	144	144	144	0	0	0	0	
куда вывозят мусор из города	145	145	145	145	0	0	0	0	
куда выкидывать строительный мусор	146	146	146	146	0	0	0	0	
масса мусора	147	147	147	147	0	0	0	0	
машина для вывоза мусора	148	148	148	148	0	0	0	0	
можно ли сжигать мусор на участке	149	149	149	149	0	0	0	0	
мусор аббревиатура	150	150	150	150	0	0	0	0	
мусор бытовой	151	151	151	151	0	0	0	0	
мусор от строительных и ремонтных работ фкко 5 класс	152	152	152	152	0	0	0	0	
мусор что такое	153	153	153	153	0	0	0	0	
мусора почему	154	154	154	154	0	0	0	0	
мусора это	155	155	155	155	0	0	0	0	
мусорная компания	156	156	156	156	0	0	0	0	
мусорник	157	157	157	157	0	0	0	0	
мусорные полигоны подмосковья на карте	158	158	158	158	0	0	0	0	
мусоровоз заказать	159	159	159	159	0	0	0	0	
мусоровоз машина	160	160	160	160	0	0	0	0	
на что вешать гирлянду на дом на улице	161	161	161	161	0	0	0	0	
незаконная рубка елей	162	162	162	162	0	0	0	0	
неисполнение предписания гжи ответственность	163	163	163	163	0	0	0	0	
новости мусор подмосковья	164	164	164	164	0	0	0	0	
обиход услуги	165	165	165	165	10	0	0	0	
обрезка садовых деревьев	166	166	166	166	0	0	0	0	
обслуживание дворов	167	167	167	167	205	0	0	0	
обслуживание коттеджных поселков	168	168	168	168	134	29	16	0	
обслуживание придомовой территории	169	169	169	169	0	0	0	0	
откуда берется мусор	170	170	170	170	0	0	0	0	
отлынивающий от работы человек 5 букв	171	171	171	171	0	0	0	0	
очистка участка	172	172	172	172	0	0	0	0	
перевести тонны в м3 мусор	173	173	173	173	0	0	0	0	
перевод кубических метров в тонны мусора калькулятор	174	174	174	174	0	0	0	0	
пластиковый мусор	175	175	175	175	0	0	0	0	
плотность мусора	176	176	176	176	0	0	0	0	
плотность мусора бытового	177	177	177	177	0	0	0	0	
плотность мусора от офисных и бытовых помещений организаций несортированный	178	178	178	178	0	0	0	0	
плотность строительного мусора	179	179	179	179	0	0	0	0	
полигоны мусорные	180	180	180	180	0	0	0	0	
порядок под ключ	181	181	181	181	59	0	0	0	
почему мусора	182	182	182	182	0	0	0	0	
пресс для мусора	183	183	183	183	0	0	0	0	
работа на высоте обучение	184	184	184	184	0	0	0	0	
работа на высоте от скольки метров	185	185	185	185	0	0	0	0	
работа на высоте удостоверение	186	186	186	186	0	0	0	0	
работа на мусоровозе	187	187	187	187	0	0	0	0	
работы человек человек	188	188	188	188	0	0	0	0	
раздельный сбор мусора в москве	189	189	189	189	0	0	0	0	
разрушение дома в сызрани	190	190	190	190	0	0	0	0	
региональный оператор по вывозу мусора	191	191	191	191	0	0	0	0	
реформа мусорная	192	192	192	192	0	0	0	0	
свалка мусора	193	193	193	193	0	0	0	0	
сколько стоит мусор с человека в частном доме	194	194	194	194	0	0	0	0	
смета за 10 минут	195	195	195	195	1	0	0	0	
смета по фото	196	196	196	196	3	0	0	0	
содержание балета жизель	197	197	197	197	0	0	0	0	
содержание в ворде как сделать автоматически	198	198	198	198	0	0	0	0	
содержание кислорода в крови норма у взрослых	199	199	199	199	0	0	0	0	
содержание общего имущества в коммунальной квартире	200	200	200	200	0	0	0	0	
содержание территории по пожарной безопасности	201	201	201	201	0	0	0	0	
содержание территорий зданий сооружений и помещений в том числе эвакуационных путей	202	202	202	202	0	0	0	0	
содержание территорий общего пользования	203	203	203	203	0	0	0	0	
сортировать мусор на английском	204	204	204	204	0	0	0	0	
сортировка мусора	205	205	205	205	0	0	0	0	
ствол между корнем и кроной	206	206	206	206	0	0	0	0	
строительный мусор это какие отходы	207	207	207	207	0	0	0	0	
тариф на мусор на 1 человека	208	208	208	208	0	0	0	0	
тко московская область личный кабинет	209	209	209	209	0	0	0	0	
тко мусор расшифровка	210	210	210	210	0	0	0	0	
уборка коттеджей	211	211	211	211	0	0	0	0	
уборка садового участка	212	212	212	212	0	0	0	0	
уборка строительного мусора	213	213	213	213	0	0	0	0	
уборка участка	214	214	214	214	0	0	0	0	
удаление запахов в квартире	215	215	215	215	0	0	0	0	
удаление сосулек	216	216	216	216	20	1	1	0	
уличный бак для мусора	217	217	217	217	0	0	0	0	
уплотнитель мусора	218	218	218	218	0	0	0	0	
утилизация строительного мусора	219	219	219	219	0	0	0	0	
что относится к строительному мусору	220	220	220	220	0	0	0	0	
что такое мусор	221	221	221	221	0	0	0	0	
штраф гжи	222	222	222	222	50	2	1	0	
